,Entity,Code,Day,Human cases with highly pathogenic avian influenza A/H5N1 (monthly),yyyy_mm
2001,Cambodia,KHM,2023-01-05,0,2023-01
2002,Cambodia,KHM,2023-01-06,0,2023-01
2003,Cambodia,KHM,2023-01-07,0,2023-01
2004,Cambodia,KHM,2023-01-08,0,2023-01
2005,Cambodia,KHM,2023-01-09,0,2023-01
2006,Cambodia,KHM,2023-01-10,2,2023-01
2007,Cambodia,KHM,2023-01-11,2,2023-01
2008,Cambodia,KHM,2023-01-12,0,2023-01
2009,Cambodia,KHM,2024-01-01,2,2024-01
2010,Cambodia,KHM,2024-01-02,3,2024-01
2011,Cambodia,KHM,2024-01-03,0,2024-01
2012,Cambodia,KHM,2024-01-04,0,2024-01
2013,Cambodia,KHM,2024-01-05,0,2024-01
2014,Cambodia,KHM,2024-01-06,0,2024-01
2015,Cambodia,KHM,2024-01-07,3,2024-01
2016,Cambodia,KHM,2024-01-08,2,2024-01
2017,Cambodia,KHM,2024-01-09,0,2024-01
2018,Cambodia,KHM,2024-01-10,0,2024-01
2019,Cambodia,KHM,2024-01-11,0,2024-01
2020,Cambodia,KHM,2024-01-12,0,2024-01
2021,Cambodia,KHM,2025-01-01,1,2025-01
2022,Canada,CAN,1997-01-01,0,1997-01
2023,Canada,CAN,1997-01-02,0,1997-01
2024,Canada,CAN,1997-01-03,0,1997-01
2025,Canada,CAN,1997-01-04,0,1997-01
2026,Canada,CAN,1997-01-05,0,1997-01
2027,Canada,CAN,1997-01-06,0,1997-01
2028,Canada,CAN,1997-01-07,0,1997-01
2029,Canada,CAN,1997-01-08,0,1997-01
2030,Canada,CAN,1997-01-09,0,1997-01
2031,Canada,CAN,1997-01-10,0,1997-01
2032,Canada,CAN,1997-01-11,0,1997-01
2033,Canada,CAN,1997-01-12,0,1997-01
2034,Canada,CAN,1998-01-01,0,1998-01
2035,Canada,CAN,1998-01-02,0,1998-01
2036,Canada,CAN,1998-01-03,0,1998-01
2037,Canada,CAN,1998-01-04,0,1998-01
2038,Canada,CAN,1998-01-05,0,1998-01
2039,Canada,CAN,1998-01-06,0,1998-01
2040,Canada,CAN,1998-01-07,0,1998-01
2041,Canada,CAN,1998-01-08,0,1998-01
2042,Canada,CAN,1998-01-09,0,1998-01
2043,Canada,CAN,1998-01-10,0,1998-01
2044,Canada,CAN,1998-01-11,0,1998-01
2045,Canada,CAN,1998-01-12,0,1998-01
2046,Canada,CAN,1999-01-01,0,1999-01
2047,Canada,CAN,1999-01-02,0,1999-01
2048,Canada,CAN,1999-01-03,0,1999-01
2049,Canada,CAN,1999-01-04,0,1999-01
2050,Canada,CAN,1999-01-05,0,1999-01
2051,Canada,CAN,1999-01-06,0,1999-01
2052,Canada,CAN,1999-01-07,0,1999-01
2053,Canada,CAN,1999-01-08,0,1999-01
2054,Canada,CAN,1999-01-09,0,1999-01
2055,Canada,CAN,1999-01-10,0,1999-01
2056,Canada,CAN,1999-01-11,0,1999-01
2057,Canada,CAN,1999-01-12,0,1999-01
2058,Canada,CAN,2000-01-01,0,2000-01
2059,Canada,CAN,2000-01-02,0,2000-01
2060,Canada,CAN,2000-01-03,0,2000-01
2061,Canada,CAN,2000-01-04,0,2000-01
2062,Canada,CAN,2000-01-05,0,2000-01
2063,Canada,CAN,2000-01-06,0,2000-01
2064,Canada,CAN,2000-01-07,0,2000-01
2065,Canada,CAN,2000-01-08,0,2000-01
2066,Canada,CAN,2000-01-09,0,2000-01
2067,Canada,CAN,2000-01-10,0,2000-01
2068,Canada,CAN,2000-01-11,0,2000-01
2069,Canada,CAN,2000-01-12,0,2000-01
2070,Canada,CAN,2001-01-01,0,2001-01
2071,Canada,CAN,2001-01-02,0,2001-01
2072,Canada,CAN,2001-01-03,0,2001-01
2073,Canada,CAN,2001-01-04,0,2001-01
2074,Canada,CAN,2001-01-05,0,2001-01
2075,Canada,CAN,2001-01-06,0,2001-01
2076,Canada,CAN,2001-01-07,0,2001-01
2077,Canada,CAN,2001-01-08,0,2001-01
2078,Canada,CAN,2001-01-09,0,2001-01
2079,Canada,CAN,2001-01-10,0,2001-01
2080,Canada,CAN,2001-01-11,0,2001-01
2081,Canada,CAN,2001-01-12,0,2001-01
2082,Canada,CAN,2002-01-01,0,2002-01
2083,Canada,CAN,2002-01-02,0,2002-01
2084,Canada,CAN,2002-01-03,0,2002-01
2085,Canada,CAN,2002-01-04,0,2002-01
2086,Canada,CAN,2002-01-05,0,2002-01
2087,Canada,CAN,2002-01-06,0,2002-01
2088,Canada,CAN,2002-01-07,0,2002-01
2089,Canada,CAN,2002-01-08,0,2002-01
2090,Canada,CAN,2002-01-09,0,2002-01
2091,Canada,CAN,2002-01-10,0,2002-01
2092,Canada,CAN,2002-01-11,0,2002-01
2093,Canada,CAN,2002-01-12,0,2002-01
2094,Canada,CAN,2003-01-01,0,2003-01
2095,Canada,CAN,2003-01-02,0,2003-01
2096,Canada,CAN,2003-01-03,0,2003-01
2097,Canada,CAN,2003-01-04,0,2003-01
2098,Canada,CAN,2003-01-05,0,2003-01
2099,Canada,CAN,2003-01-06,0,2003-01
2100,Canada,CAN,2003-01-07,0,2003-01
2101,Canada,CAN,2003-01-08,0,2003-01
2102,Canada,CAN,2003-01-09,0,2003-01
2103,Canada,CAN,2003-01-10,0,2003-01
2104,Canada,CAN,2003-01-11,0,2003-01
2105,Canada,CAN,2003-01-12,0,2003-01
2106,Canada,CAN,2004-01-01,0,2004-01
2107,Canada,CAN,2004-01-02,0,2004-01
2108,Canada,CAN,2004-01-03,0,2004-01
2109,Canada,CAN,2004-01-04,0,2004-01
2110,Canada,CAN,2004-01-05,0,2004-01
2111,Canada,CAN,2004-01-06,0,2004-01
2112,Canada,CAN,2004-01-07,0,2004-01
2113,Canada,CAN,2004-01-08,0,2004-01
2114,Canada,CAN,2004-01-09,0,2004-01
2115,Canada,CAN,2004-01-10,0,2004-01
2116,Canada,CAN,2004-01-11,0,2004-01
2117,Canada,CAN,2004-01-12,0,2004-01
2118,Canada,CAN,2005-01-01,0,2005-01
2119,Canada,CAN,2005-01-02,0,2005-01
2120,Canada,CAN,2005-01-03,0,2005-01
2121,Canada,CAN,2005-01-04,0,2005-01
2122,Canada,CAN,2005-01-05,0,2005-01
2123,Canada,CAN,2005-01-06,0,2005-01
2124,Canada,CAN,2005-01-07,0,2005-01
2125,Canada,CAN,2005-01-08,0,2005-01
2126,Canada,CAN,2005-01-09,0,2005-01
2127,Canada,CAN,2005-01-10,0,2005-01
2128,Canada,CAN,2005-01-11,0,2005-01
2129,Canada,CAN,2005-01-12,0,2005-01
2130,Canada,CAN,2006-01-01,0,2006-01
2131,Canada,CAN,2006-01-02,0,2006-01
2132,Canada,CAN,2006-01-03,0,2006-01
2133,Canada,CAN,2006-01-04,0,2006-01
2134,Canada,CAN,2006-01-05,0,2006-01
2135,Canada,CAN,2006-01-06,0,2006-01
2136,Canada,CAN,2006-01-07,0,2006-01
2137,Canada,CAN,2006-01-08,0,2006-01
2138,Canada,CAN,2006-01-09,0,2006-01
2139,Canada,CAN,2006-01-10,0,2006-01
2140,Canada,CAN,2006-01-11,0,2006-01
2141,Canada,CAN,2006-01-12,0,2006-01
2142,Canada,CAN,2007-01-01,0,2007-01
2143,Canada,CAN,2007-01-02,0,2007-01
2144,Canada,CAN,2007-01-03,0,2007-01
2145,Canada,CAN,2007-01-04,0,2007-01
2146,Canada,CAN,2007-01-05,0,2007-01
2147,Canada,CAN,2007-01-06,0,2007-01
2148,Canada,CAN,2007-01-07,0,2007-01
2149,Canada,CAN,2007-01-08,0,2007-01
2150,Canada,CAN,2007-01-09,0,2007-01
2151,Canada,CAN,2007-01-10,0,2007-01
2152,Canada,CAN,2007-01-11,0,2007-01
2153,Canada,CAN,2007-01-12,0,2007-01
2154,Canada,CAN,2008-01-01,0,2008-01
2155,Canada,CAN,2008-01-02,0,2008-01
2156,Canada,CAN,2008-01-03,0,2008-01
2157,Canada,CAN,2008-01-04,0,2008-01
2158,Canada,CAN,2008-01-05,0,2008-01
2159,Canada,CAN,2008-01-06,0,2008-01
2160,Canada,CAN,2008-01-07,0,2008-01
2161,Canada,CAN,2008-01-08,0,2008-01
2162,Canada,CAN,2008-01-09,0,2008-01
2163,Canada,CAN,2008-01-10,0,2008-01
2164,Canada,CAN,2008-01-11,0,2008-01
2165,Canada,CAN,2008-01-12,0,2008-01
2166,Canada,CAN,2009-01-01,0,2009-01
2167,Canada,CAN,2009-01-02,0,2009-01
2168,Canada,CAN,2009-01-03,0,2009-01
2169,Canada,CAN,2009-01-04,0,2009-01
2170,Canada,CAN,2009-01-05,0,2009-01
2171,Canada,CAN,2009-01-06,0,2009-01
2172,Canada,CAN,2009-01-07,0,2009-01
2173,Canada,CAN,2009-01-08,0,2009-01
2174,Canada,CAN,2009-01-09,0,2009-01
2175,Canada,CAN,2009-01-10,0,2009-01
2176,Canada,CAN,2009-01-11,0,2009-01
2177,Canada,CAN,2009-01-12,0,2009-01
2178,Canada,CAN,2010-01-01,0,2010-01
2179,Canada,CAN,2010-01-02,0,2010-01
2180,Canada,CAN,2010-01-03,0,2010-01
2181,Canada,CAN,2010-01-04,0,2010-01
2182,Canada,CAN,2010-01-05,0,2010-01
2183,Canada,CAN,2010-01-06,0,2010-01
2184,Canada,CAN,2010-01-07,0,2010-01
2185,Canada,CAN,2010-01-08,0,2010-01
2186,Canada,CAN,2010-01-09,0,2010-01
2187,Canada,CAN,2010-01-10,0,2010-01
2188,Canada,CAN,2010-01-11,0,2010-01
2189,Canada,CAN,2010-01-12,0,2010-01
2190,Canada,CAN,2011-01-01,0,2011-01
2191,Canada,CAN,2011-01-02,0,2011-01
2192,Canada,CAN,2011-01-03,0,2011-01
2193,Canada,CAN,2011-01-04,0,2011-01
2194,Canada,CAN,2011-01-05,0,2011-01
2195,Canada,CAN,2011-01-06,0,2011-01
2196,Canada,CAN,2011-01-07,0,2011-01
2197,Canada,CAN,2011-01-08,0,2011-01
2198,Canada,CAN,2011-01-09,0,2011-01
2199,Canada,CAN,2011-01-10,0,2011-01
2200,Canada,CAN,2011-01-11,0,2011-01
2201,Canada,CAN,2011-01-12,0,2011-01
2202,Canada,CAN,2012-01-01,0,2012-01
2203,Canada,CAN,2012-01-02,0,2012-01
2204,Canada,CAN,2012-01-03,0,2012-01
2205,Canada,CAN,2012-01-04,0,2012-01
2206,Canada,CAN,2012-01-05,0,2012-01
2207,Canada,CAN,2012-01-06,0,2012-01
2208,Canada,CAN,2012-01-07,0,2012-01
2209,Canada,CAN,2012-01-08,0,2012-01
2210,Canada,CAN,2012-01-09,0,2012-01
2211,Canada,CAN,2012-01-10,0,2012-01
2212,Canada,CAN,2012-01-11,0,2012-01
2213,Canada,CAN,2012-01-12,0,2012-01
2214,Canada,CAN,2013-01-01,0,2013-01
2215,Canada,CAN,2013-01-02,0,2013-01
2216,Canada,CAN,2013-01-03,0,2013-01
2217,Canada,CAN,2013-01-04,0,2013-01
2218,Canada,CAN,2013-01-05,0,2013-01
2219,Canada,CAN,2013-01-06,0,2013-01
2220,Canada,CAN,2013-01-07,0,2013-01
2221,Canada,CAN,2013-01-08,0,2013-01
2222,Canada,CAN,2013-01-09,0,2013-01
2223,Canada,CAN,2013-01-10,0,2013-01
2224,Canada,CAN,2013-01-11,0,2013-01
2225,Canada,CAN,2013-01-12,1,2013-01
2226,Canada,CAN,2014-01-01,0,2014-01
2227,Canada,CAN,2014-01-02,0,2014-01
2228,Canada,CAN,2014-01-03,0,2014-01
2229,Canada,CAN,2014-01-04,0,2014-01
2230,Canada,CAN,2014-01-05,0,2014-01
2231,Canada,CAN,2014-01-06,0,2014-01
2232,Canada,CAN,2014-01-07,0,2014-01
2233,Canada,CAN,2014-01-08,0,2014-01
2234,Canada,CAN,2014-01-09,0,2014-01
2235,Canada,CAN,2014-01-10,0,2014-01
2236,Canada,CAN,2014-01-11,0,2014-01
2237,Canada,CAN,2014-01-12,0,2014-01
2238,Canada,CAN,2015-01-01,0,2015-01
2239,Canada,CAN,2015-01-02,0,2015-01
2240,Canada,CAN,2015-01-03,0,2015-01
2241,Canada,CAN,2015-01-04,0,2015-01
2242,Canada,CAN,2015-01-05,0,2015-01
2243,Canada,CAN,2015-01-06,0,2015-01
2244,Canada,CAN,2015-01-07,0,2015-01
2245,Canada,CAN,2015-01-08,0,2015-01
2246,Canada,CAN,2015-01-09,0,2015-01
2247,Canada,CAN,2015-01-10,0,2015-01
2248,Canada,CAN,2015-01-11,0,2015-01
2249,Canada,CAN,2015-01-12,0,2015-01
2250,Canada,CAN,2016-01-01,0,2016-01
2251,Canada,CAN,2016-01-02,0,2016-01
2252,Canada,CAN,2016-01-03,0,2016-01
2253,Canada,CAN,2016-01-04,0,2016-01
2254,Canada,CAN,2016-01-05,0,2016-01
2255,Canada,CAN,2016-01-06,0,2016-01
2256,Canada,CAN,2016-01-07,0,2016-01
2257,Canada,CAN,2016-01-08,0,2016-01
2258,Canada,CAN,2016-01-09,0,2016-01
2259,Canada,CAN,2016-01-10,0,2016-01
2260,Canada,CAN,2016-01-11,0,2016-01
2261,Canada,CAN,2016-01-12,0,2016-01
2262,Canada,CAN,2017-01-01,0,2017-01
2263,Canada,CAN,2017-01-02,0,2017-01
2264,Canada,CAN,2017-01-03,0,2017-01
2265,Canada,CAN,2017-01-04,0,2017-01
2266,Canada,CAN,2017-01-05,0,2017-01
2267,Canada,CAN,2017-01-06,0,2017-01
2268,Canada,CAN,2017-01-07,0,2017-01
2269,Canada,CAN,2017-01-08,0,2017-01
2270,Canada,CAN,2017-01-09,0,2017-01
2271,Canada,CAN,2017-01-10,0,2017-01
2272,Canada,CAN,2017-01-11,0,2017-01
2273,Canada,CAN,2017-01-12,0,2017-01
2274,Canada,CAN,2018-01-01,0,2018-01
2275,Canada,CAN,2018-01-02,0,2018-01
2276,Canada,CAN,2018-01-03,0,2018-01
2277,Canada,CAN,2018-01-04,0,2018-01
2278,Canada,CAN,2018-01-05,0,2018-01
2279,Canada,CAN,2018-01-06,0,2018-01
2280,Canada,CAN,2018-01-07,0,2018-01
2281,Canada,CAN,2018-01-08,0,2018-01
2282,Canada,CAN,2018-01-09,0,2018-01
2283,Canada,CAN,2018-01-10,0,2018-01
2284,Canada,CAN,2018-01-11,0,2018-01
2285,Canada,CAN,2018-01-12,0,2018-01
2286,Canada,CAN,2019-01-01,0,2019-01
2287,Canada,CAN,2019-01-02,0,2019-01
2288,Canada,CAN,2019-01-03,0,2019-01
2289,Canada,CAN,2019-01-04,0,2019-01
2290,Canada,CAN,2019-01-05,0,2019-01
2291,Canada,CAN,2019-01-06,0,2019-01
2292,Canada,CAN,2019-01-07,0,2019-01
2293,Canada,CAN,2019-01-08,0,2019-01
2294,Canada,CAN,2019-01-09,0,2019-01
2295,Canada,CAN,2019-01-10,0,2019-01
2296,Canada,CAN,2019-01-11,0,2019-01
2297,Canada,CAN,2019-01-12,0,2019-01
2298,Canada,CAN,2020-01-01,0,2020-01
2299,Canada,CAN,2020-01-02,0,2020-01
2300,Canada,CAN,2020-01-03,0,2020-01
2301,Canada,CAN,2020-01-04,0,2020-01
2302,Canada,CAN,2020-01-05,0,2020-01
2303,Canada,CAN,2020-01-06,0,2020-01
2304,Canada,CAN,2020-01-07,0,2020-01
2305,Canada,CAN,2020-01-08,0,2020-01
2306,Canada,CAN,2020-01-09,0,2020-01
2307,Canada,CAN,2020-01-10,0,2020-01
2308,Canada,CAN,2020-01-11,0,2020-01
2309,Canada,CAN,2020-01-12,0,2020-01
2310,Canada,CAN,2021-01-01,0,2021-01
2311,Canada,CAN,2021-01-02,0,2021-01
2312,Canada,CAN,2021-01-03,0,2021-01
2313,Canada,CAN,2021-01-04,0,2021-01
2314,Canada,CAN,2021-01-05,0,2021-01
2315,Canada,CAN,2021-01-06,0,2021-01
2316,Canada,CAN,2021-01-07,0,2021-01
2317,Canada,CAN,2021-01-08,0,2021-01
2318,Canada,CAN,2021-01-09,0,2021-01
2319,Canada,CAN,2021-01-10,0,2021-01
2320,Canada,CAN,2021-01-11,0,2021-01
2321,Canada,CAN,2021-01-12,0,2021-01
2322,Canada,CAN,2022-01-01,0,2022-01
2323,Canada,CAN,2022-01-02,0,2022-01
2324,Canada,CAN,2022-01-03,0,2022-01
2325,Canada,CAN,2022-01-04,0,2022-01
2326,Canada,CAN,2022-01-05,0,2022-01
2327,Canada,CAN,2022-01-06,0,2022-01
2328,Canada,CAN,2022-01-07,0,2022-01
2329,Canada,CAN,2022-01-08,0,2022-01
2330,Canada,CAN,2022-01-09,0,2022-01
2331,Canada,CAN,2022-01-10,0,2022-01
2332,Canada,CAN,2022-01-11,0,2022-01
2333,Canada,CAN,2022-01-12,0,2022-01
2334,Canada,CAN,2023-01-01,0,2023-01
2335,Canada,CAN,2023-01-02,0,2023-01
2336,Canada,CAN,2023-01-03,0,2023-01
2337,Canada,CAN,2023-01-04,0,2023-01
2338,Canada,CAN,2023-01-05,0,2023-01
2339,Canada,CAN,2023-01-06,0,2023-01
2340,Canada,CAN,2023-01-07,0,2023-01
2341,Canada,CAN,2023-01-08,0,2023-01
2342,Canada,CAN,2023-01-09,0,2023-01
2343,Canada,CAN,2023-01-10,0,2023-01
2344,Canada,CAN,2023-01-11,0,2023-01
2345,Canada,CAN,2023-01-12,0,2023-01
2346,Canada,CAN,2024-01-01,0,2024-01
2347,Canada,CAN,2024-01-02,0,2024-01
2348,Canada,CAN,2024-01-03,0,2024-01
2349,Canada,CAN,2024-01-04,0,2024-01
2350,Canada,CAN,2024-01-05,0,2024-01
2351,Canada,CAN,2024-01-06,0,2024-01
2352,Canada,CAN,2024-01-07,0,2024-01
2353,Canada,CAN,2024-01-08,0,2024-01
2354,Canada,CAN,2024-01-09,0,2024-01
2355,Canada,CAN,2024-01-10,0,2024-01
2356,Canada,CAN,2024-01-11,1,2024-01
2357,Canada,CAN,2024-01-12,0,2024-01
2358,Canada,CAN,2025-01-01,0,2025-01
2359,Chile,CHL,1997-01-01,0,1997-01
2360,Chile,CHL,1997-01-02,0,1997-01
2361,Chile,CHL,1997-01-03,0,1997-01
2362,Chile,CHL,1997-01-04,0,1997-01
2363,Chile,CHL,1997-01-05,0,1997-01
2364,Chile,CHL,1997-01-06,0,1997-01
2365,Chile,CHL,1997-01-07,0,1997-01
2366,Chile,CHL,1997-01-08,0,1997-01
2367,Chile,CHL,1997-01-09,0,1997-01
2368,Chile,CHL,1997-01-10,0,1997-01
2369,Chile,CHL,1997-01-11,0,1997-01
2370,Chile,CHL,1997-01-12,0,1997-01
2371,Chile,CHL,1998-01-01,0,1998-01
2372,Chile,CHL,1998-01-02,0,1998-01
2373,Chile,CHL,1998-01-03,0,1998-01
2374,Chile,CHL,1998-01-04,0,1998-01
2375,Chile,CHL,1998-01-05,0,1998-01
2376,Chile,CHL,1998-01-06,0,1998-01
2377,Chile,CHL,1998-01-07,0,1998-01
2378,Chile,CHL,1998-01-08,0,1998-01
2379,Chile,CHL,1998-01-09,0,1998-01
2380,Chile,CHL,1998-01-10,0,1998-01
2381,Chile,CHL,1998-01-11,0,1998-01
2382,Chile,CHL,1998-01-12,0,1998-01
2383,Chile,CHL,1999-01-01,0,1999-01
2384,Chile,CHL,1999-01-02,0,1999-01
2385,Chile,CHL,1999-01-03,0,1999-01
2386,Chile,CHL,1999-01-04,0,1999-01
2387,Chile,CHL,1999-01-05,0,1999-01
2388,Chile,CHL,1999-01-06,0,1999-01
2389,Chile,CHL,1999-01-07,0,1999-01
2390,Chile,CHL,1999-01-08,0,1999-01
2391,Chile,CHL,1999-01-09,0,1999-01
2392,Chile,CHL,1999-01-10,0,1999-01
2393,Chile,CHL,1999-01-11,0,1999-01
2394,Chile,CHL,1999-01-12,0,1999-01
2395,Chile,CHL,2000-01-01,0,2000-01
2396,Chile,CHL,2000-01-02,0,2000-01
2397,Chile,CHL,2000-01-03,0,2000-01
2398,Chile,CHL,2000-01-04,0,2000-01
2399,Chile,CHL,2000-01-05,0,2000-01
2400,Chile,CHL,2000-01-06,0,2000-01
2401,Chile,CHL,2000-01-07,0,2000-01
2402,Chile,CHL,2000-01-08,0,2000-01
2403,Chile,CHL,2000-01-09,0,2000-01
2404,Chile,CHL,2000-01-10,0,2000-01
2405,Chile,CHL,2000-01-11,0,2000-01
2406,Chile,CHL,2000-01-12,0,2000-01
2407,Chile,CHL,2001-01-01,0,2001-01
2408,Chile,CHL,2001-01-02,0,2001-01
2409,Chile,CHL,2001-01-03,0,2001-01
2410,Chile,CHL,2001-01-04,0,2001-01
2411,Chile,CHL,2001-01-05,0,2001-01
2412,Chile,CHL,2001-01-06,0,2001-01
2413,Chile,CHL,2001-01-07,0,2001-01
2414,Chile,CHL,2001-01-08,0,2001-01
2415,Chile,CHL,2001-01-09,0,2001-01
2416,Chile,CHL,2001-01-10,0,2001-01
2417,Chile,CHL,2001-01-11,0,2001-01
2418,Chile,CHL,2001-01-12,0,2001-01
2419,Chile,CHL,2002-01-01,0,2002-01
2420,Chile,CHL,2002-01-02,0,2002-01
2421,Chile,CHL,2002-01-03,0,2002-01
2422,Chile,CHL,2002-01-04,0,2002-01
2423,Chile,CHL,2002-01-05,0,2002-01
2424,Chile,CHL,2002-01-06,0,2002-01
2425,Chile,CHL,2002-01-07,0,2002-01
2426,Chile,CHL,2002-01-08,0,2002-01
2427,Chile,CHL,2002-01-09,0,2002-01
2428,Chile,CHL,2002-01-10,0,2002-01
2429,Chile,CHL,2002-01-11,0,2002-01
2430,Chile,CHL,2002-01-12,0,2002-01
2431,Chile,CHL,2003-01-01,0,2003-01
2432,Chile,CHL,2003-01-02,0,2003-01
2433,Chile,CHL,2003-01-03,0,2003-01
2434,Chile,CHL,2003-01-04,0,2003-01
2435,Chile,CHL,2003-01-05,0,2003-01
2436,Chile,CHL,2003-01-06,0,2003-01
2437,Chile,CHL,2003-01-07,0,2003-01
2438,Chile,CHL,2003-01-08,0,2003-01
2439,Chile,CHL,2003-01-09,0,2003-01
2440,Chile,CHL,2003-01-10,0,2003-01
2441,Chile,CHL,2003-01-11,0,2003-01
2442,Chile,CHL,2003-01-12,0,2003-01
2443,Chile,CHL,2004-01-01,0,2004-01
2444,Chile,CHL,2004-01-02,0,2004-01
2445,Chile,CHL,2004-01-03,0,2004-01
2446,Chile,CHL,2004-01-04,0,2004-01
2447,Chile,CHL,2004-01-05,0,2004-01
2448,Chile,CHL,2004-01-06,0,2004-01
2449,Chile,CHL,2004-01-07,0,2004-01
2450,Chile,CHL,2004-01-08,0,2004-01
2451,Chile,CHL,2004-01-09,0,2004-01
2452,Chile,CHL,2004-01-10,0,2004-01
2453,Chile,CHL,2004-01-11,0,2004-01
2454,Chile,CHL,2004-01-12,0,2004-01
2455,Chile,CHL,2005-01-01,0,2005-01
2456,Chile,CHL,2005-01-02,0,2005-01
2457,Chile,CHL,2005-01-03,0,2005-01
2458,Chile,CHL,2005-01-04,0,2005-01
2459,Chile,CHL,2005-01-05,0,2005-01
2460,Chile,CHL,2005-01-06,0,2005-01
2461,Chile,CHL,2005-01-07,0,2005-01
2462,Chile,CHL,2005-01-08,0,2005-01
2463,Chile,CHL,2005-01-09,0,2005-01
2464,Chile,CHL,2005-01-10,0,2005-01
2465,Chile,CHL,2005-01-11,0,2005-01
2466,Chile,CHL,2005-01-12,0,2005-01
2467,Chile,CHL,2006-01-01,0,2006-01
2468,Chile,CHL,2006-01-02,0,2006-01
2469,Chile,CHL,2006-01-03,0,2006-01
2470,Chile,CHL,2006-01-04,0,2006-01
2471,Chile,CHL,2006-01-05,0,2006-01
2472,Chile,CHL,2006-01-06,0,2006-01
2473,Chile,CHL,2006-01-07,0,2006-01
2474,Chile,CHL,2006-01-08,0,2006-01
2475,Chile,CHL,2006-01-09,0,2006-01
2476,Chile,CHL,2006-01-10,0,2006-01
2477,Chile,CHL,2006-01-11,0,2006-01
2478,Chile,CHL,2006-01-12,0,2006-01
2479,Chile,CHL,2007-01-01,0,2007-01
2480,Chile,CHL,2007-01-02,0,2007-01
2481,Chile,CHL,2007-01-03,0,2007-01
2482,Chile,CHL,2007-01-04,0,2007-01
2483,Chile,CHL,2007-01-05,0,2007-01
2484,Chile,CHL,2007-01-06,0,2007-01
2485,Chile,CHL,2007-01-07,0,2007-01
2486,Chile,CHL,2007-01-08,0,2007-01
2487,Chile,CHL,2007-01-09,0,2007-01
2488,Chile,CHL,2007-01-10,0,2007-01
2489,Chile,CHL,2007-01-11,0,2007-01
2490,Chile,CHL,2007-01-12,0,2007-01
2491,Chile,CHL,2008-01-01,0,2008-01
2492,Chile,CHL,2008-01-02,0,2008-01
2493,Chile,CHL,2008-01-03,0,2008-01
2494,Chile,CHL,2008-01-04,0,2008-01
2495,Chile,CHL,2008-01-05,0,2008-01
2496,Chile,CHL,2008-01-06,0,2008-01
2497,Chile,CHL,2008-01-07,0,2008-01
2498,Chile,CHL,2008-01-08,0,2008-01
2499,Chile,CHL,2008-01-09,0,2008-01
2500,Chile,CHL,2008-01-10,0,2008-01
2501,Chile,CHL,2008-01-11,0,2008-01
2502,Chile,CHL,2008-01-12,0,2008-01
2503,Chile,CHL,2009-01-01,0,2009-01
2504,Chile,CHL,2009-01-02,0,2009-01
2505,Chile,CHL,2009-01-03,0,2009-01
2506,Chile,CHL,2009-01-04,0,2009-01
2507,Chile,CHL,2009-01-05,0,2009-01
2508,Chile,CHL,2009-01-06,0,2009-01
2509,Chile,CHL,2009-01-07,0,2009-01
2510,Chile,CHL,2009-01-08,0,2009-01
2511,Chile,CHL,2009-01-09,0,2009-01
2512,Chile,CHL,2009-01-10,0,2009-01
2513,Chile,CHL,2009-01-11,0,2009-01
2514,Chile,CHL,2009-01-12,0,2009-01
2515,Chile,CHL,2010-01-01,0,2010-01
2516,Chile,CHL,2010-01-02,0,2010-01
2517,Chile,CHL,2010-01-03,0,2010-01
2518,Chile,CHL,2010-01-04,0,2010-01
2519,Chile,CHL,2010-01-05,0,2010-01
2520,Chile,CHL,2010-01-06,0,2010-01
2521,Chile,CHL,2010-01-07,0,2010-01
2522,Chile,CHL,2010-01-08,0,2010-01
2523,Chile,CHL,2010-01-09,0,2010-01
2524,Chile,CHL,2010-01-10,0,2010-01
2525,Chile,CHL,2010-01-11,0,2010-01
2526,Chile,CHL,2010-01-12,0,2010-01
2527,Chile,CHL,2011-01-01,0,2011-01
2528,Chile,CHL,2011-01-02,0,2011-01
2529,Chile,CHL,2011-01-03,0,2011-01
2530,Chile,CHL,2011-01-04,0,2011-01
2531,Chile,CHL,2011-01-05,0,2011-01
2532,Chile,CHL,2011-01-06,0,2011-01
2533,Chile,CHL,2011-01-07,0,2011-01
2534,Chile,CHL,2011-01-08,0,2011-01
2535,Chile,CHL,2011-01-09,0,2011-01
2536,Chile,CHL,2011-01-10,0,2011-01
2537,Chile,CHL,2011-01-11,0,2011-01
2538,Chile,CHL,2011-01-12,0,2011-01
2539,Chile,CHL,2012-01-01,0,2012-01
2540,Chile,CHL,2012-01-02,0,2012-01
2541,Chile,CHL,2012-01-03,0,2012-01
2542,Chile,CHL,2012-01-04,0,2012-01
2543,Chile,CHL,2012-01-05,0,2012-01
2544,Chile,CHL,2012-01-06,0,2012-01
2545,Chile,CHL,2012-01-07,0,2012-01
2546,Chile,CHL,2012-01-08,0,2012-01
2547,Chile,CHL,2012-01-09,0,2012-01
2548,Chile,CHL,2012-01-10,0,2012-01
2549,Chile,CHL,2012-01-11,0,2012-01
2550,Chile,CHL,2012-01-12,0,2012-01
2551,Chile,CHL,2013-01-01,0,2013-01
2552,Chile,CHL,2013-01-02,0,2013-01
2553,Chile,CHL,2013-01-03,0,2013-01
2554,Chile,CHL,2013-01-04,0,2013-01
2555,Chile,CHL,2013-01-05,0,2013-01
2556,Chile,CHL,2013-01-06,0,2013-01
