,Entity,Code,Day,Human cases with highly pathogenic avian influenza A/H5N1 (monthly),yyyy_mm
5121,Iraq,IRQ,2002-01-07,0,2002-01
5122,Iraq,IRQ,2002-01-08,0,2002-01
5123,Iraq,IRQ,2002-01-09,0,2002-01
5124,Iraq,IRQ,2002-01-10,0,2002-01
5125,Iraq,IRQ,2002-01-11,0,2002-01
5126,Iraq,IRQ,2002-01-12,0,2002-01
5127,Iraq,IRQ,2003-01-01,0,2003-01
5128,Iraq,IRQ,2003-01-02,0,2003-01
5129,Iraq,IRQ,2003-01-03,0,2003-01
5130,Iraq,IRQ,2003-01-04,0,2003-01
5131,Iraq,IRQ,2003-01-05,0,2003-01
5132,Iraq,IRQ,2003-01-06,0,2003-01
5133,Iraq,IRQ,2003-01-07,0,2003-01
5134,Iraq,IRQ,2003-01-08,0,2003-01
5135,Iraq,IRQ,2003-01-09,0,2003-01
5136,Iraq,IRQ,2003-01-10,0,2003-01
5137,Iraq,IRQ,2003-01-11,0,2003-01
5138,Iraq,IRQ,2003-01-12,0,2003-01
5139,Iraq,IRQ,2004-01-01,0,2004-01
5140,Iraq,IRQ,2004-01-02,0,2004-01
5141,Iraq,IRQ,2004-01-03,0,2004-01
5142,Iraq,IRQ,2004-01-04,0,2004-01
5143,Iraq,IRQ,2004-01-05,0,2004-01
5144,Iraq,IRQ,2004-01-06,0,2004-01
5145,Iraq,IRQ,2004-01-07,0,2004-01
5146,Iraq,IRQ,2004-01-08,0,2004-01
5147,Iraq,IRQ,2004-01-09,0,2004-01
5148,Iraq,IRQ,2004-01-10,0,2004-01
5149,Iraq,IRQ,2004-01-11,0,2004-01
5150,Iraq,IRQ,2004-01-12,0,2004-01
5151,Iraq,IRQ,2005-01-01,0,2005-01
5152,Iraq,IRQ,2005-01-02,0,2005-01
5153,Iraq,IRQ,2005-01-03,0,2005-01
5154,Iraq,IRQ,2005-01-04,0,2005-01
5155,Iraq,IRQ,2005-01-05,0,2005-01
5156,Iraq,IRQ,2005-01-06,0,2005-01
5157,Iraq,IRQ,2005-01-07,0,2005-01
5158,Iraq,IRQ,2005-01-08,0,2005-01
5159,Iraq,IRQ,2005-01-09,0,2005-01
5160,Iraq,IRQ,2005-01-10,0,2005-01
5161,Iraq,IRQ,2005-01-11,0,2005-01
5162,Iraq,IRQ,2005-01-12,0,2005-01
5163,Iraq,IRQ,2006-01-01,2,2006-01
5164,Iraq,IRQ,2006-01-02,0,2006-01
5165,Iraq,IRQ,2006-01-03,1,2006-01
5166,Iraq,IRQ,2006-01-04,0,2006-01
5167,Iraq,IRQ,2006-01-05,0,2006-01
5168,Iraq,IRQ,2006-01-06,0,2006-01
5169,Iraq,IRQ,2006-01-07,0,2006-01
5170,Iraq,IRQ,2006-01-08,0,2006-01
5171,Iraq,IRQ,2006-01-09,0,2006-01
5172,Iraq,IRQ,2006-01-10,0,2006-01
5173,Iraq,IRQ,2006-01-11,0,2006-01
5174,Iraq,IRQ,2006-01-12,0,2006-01
5175,Iraq,IRQ,2007-01-01,0,2007-01
5176,Iraq,IRQ,2007-01-02,0,2007-01
5177,Iraq,IRQ,2007-01-03,0,2007-01
5178,Iraq,IRQ,2007-01-04,0,2007-01
5179,Iraq,IRQ,2007-01-05,0,2007-01
5180,Iraq,IRQ,2007-01-06,0,2007-01
5181,Iraq,IRQ,2007-01-07,0,2007-01
5182,Iraq,IRQ,2007-01-08,0,2007-01
5183,Iraq,IRQ,2007-01-09,0,2007-01
5184,Iraq,IRQ,2007-01-10,0,2007-01
5185,Iraq,IRQ,2007-01-11,0,2007-01
5186,Iraq,IRQ,2007-01-12,0,2007-01
5187,Iraq,IRQ,2008-01-01,0,2008-01
5188,Iraq,IRQ,2008-01-02,0,2008-01
5189,Iraq,IRQ,2008-01-03,0,2008-01
5190,Iraq,IRQ,2008-01-04,0,2008-01
5191,Iraq,IRQ,2008-01-05,0,2008-01
5192,Iraq,IRQ,2008-01-06,0,2008-01
5193,Iraq,IRQ,2008-01-07,0,2008-01
5194,Iraq,IRQ,2008-01-08,0,2008-01
5195,Iraq,IRQ,2008-01-09,0,2008-01
5196,Iraq,IRQ,2008-01-10,0,2008-01
5197,Iraq,IRQ,2008-01-11,0,2008-01
5198,Iraq,IRQ,2008-01-12,0,2008-01
5199,Iraq,IRQ,2009-01-01,0,2009-01
5200,Iraq,IRQ,2009-01-02,0,2009-01
5201,Iraq,IRQ,2009-01-03,0,2009-01
5202,Iraq,IRQ,2009-01-04,0,2009-01
5203,Iraq,IRQ,2009-01-05,0,2009-01
5204,Iraq,IRQ,2009-01-06,0,2009-01
5205,Iraq,IRQ,2009-01-07,0,2009-01
5206,Iraq,IRQ,2009-01-08,0,2009-01
5207,Iraq,IRQ,2009-01-09,0,2009-01
5208,Iraq,IRQ,2009-01-10,0,2009-01
5209,Iraq,IRQ,2009-01-11,0,2009-01
5210,Iraq,IRQ,2009-01-12,0,2009-01
5211,Iraq,IRQ,2010-01-01,0,2010-01
5212,Iraq,IRQ,2010-01-02,0,2010-01
5213,Iraq,IRQ,2010-01-03,0,2010-01
5214,Iraq,IRQ,2010-01-04,0,2010-01
5215,Iraq,IRQ,2010-01-05,0,2010-01
5216,Iraq,IRQ,2010-01-06,0,2010-01
5217,Iraq,IRQ,2010-01-07,0,2010-01
5218,Iraq,IRQ,2010-01-08,0,2010-01
5219,Iraq,IRQ,2010-01-09,0,2010-01
5220,Iraq,IRQ,2010-01-10,0,2010-01
5221,Iraq,IRQ,2010-01-11,0,2010-01
5222,Iraq,IRQ,2010-01-12,0,2010-01
5223,Iraq,IRQ,2011-01-01,0,2011-01
5224,Iraq,IRQ,2011-01-02,0,2011-01
5225,Iraq,IRQ,2011-01-03,0,2011-01
5226,Iraq,IRQ,2011-01-04,0,2011-01
5227,Iraq,IRQ,2011-01-05,0,2011-01
5228,Iraq,IRQ,2011-01-06,0,2011-01
5229,Iraq,IRQ,2011-01-07,0,2011-01
5230,Iraq,IRQ,2011-01-08,0,2011-01
5231,Iraq,IRQ,2011-01-09,0,2011-01
5232,Iraq,IRQ,2011-01-10,0,2011-01
5233,Iraq,IRQ,2011-01-11,0,2011-01
5234,Iraq,IRQ,2011-01-12,0,2011-01
5235,Iraq,IRQ,2012-01-01,0,2012-01
5236,Iraq,IRQ,2012-01-02,0,2012-01
5237,Iraq,IRQ,2012-01-03,0,2012-01
5238,Iraq,IRQ,2012-01-04,0,2012-01
5239,Iraq,IRQ,2012-01-05,0,2012-01
5240,Iraq,IRQ,2012-01-06,0,2012-01
5241,Iraq,IRQ,2012-01-07,0,2012-01
5242,Iraq,IRQ,2012-01-08,0,2012-01
5243,Iraq,IRQ,2012-01-09,0,2012-01
5244,Iraq,IRQ,2012-01-10,0,2012-01
5245,Iraq,IRQ,2012-01-11,0,2012-01
5246,Iraq,IRQ,2012-01-12,0,2012-01
5247,Iraq,IRQ,2013-01-01,0,2013-01
5248,Iraq,IRQ,2013-01-02,0,2013-01
5249,Iraq,IRQ,2013-01-03,0,2013-01
5250,Iraq,IRQ,2013-01-04,0,2013-01
5251,Iraq,IRQ,2013-01-05,0,2013-01
5252,Iraq,IRQ,2013-01-06,0,2013-01
5253,Iraq,IRQ,2013-01-07,0,2013-01
5254,Iraq,IRQ,2013-01-08,0,2013-01
5255,Iraq,IRQ,2013-01-09,0,2013-01
5256,Iraq,IRQ,2013-01-10,0,2013-01
5257,Iraq,IRQ,2013-01-11,0,2013-01
5258,Iraq,IRQ,2013-01-12,0,2013-01
5259,Iraq,IRQ,2014-01-01,0,2014-01
5260,Iraq,IRQ,2014-01-02,0,2014-01
5261,Iraq,IRQ,2014-01-03,0,2014-01
5262,Iraq,IRQ,2014-01-04,0,2014-01
5263,Iraq,IRQ,2014-01-05,0,2014-01
5264,Iraq,IRQ,2014-01-06,0,2014-01
5265,Iraq,IRQ,2014-01-07,0,2014-01
5266,Iraq,IRQ,2014-01-08,0,2014-01
5267,Iraq,IRQ,2014-01-09,0,2014-01
5268,Iraq,IRQ,2014-01-10,0,2014-01
5269,Iraq,IRQ,2014-01-11,0,2014-01
5270,Iraq,IRQ,2014-01-12,0,2014-01
5271,Iraq,IRQ,2015-01-01,0,2015-01
5272,Iraq,IRQ,2015-01-02,0,2015-01
5273,Iraq,IRQ,2015-01-03,0,2015-01
5274,Iraq,IRQ,2015-01-04,0,2015-01
5275,Iraq,IRQ,2015-01-05,0,2015-01
5276,Iraq,IRQ,2015-01-06,0,2015-01
5277,Iraq,IRQ,2015-01-07,0,2015-01
5278,Iraq,IRQ,2015-01-08,0,2015-01
5279,Iraq,IRQ,2015-01-09,0,2015-01
5280,Iraq,IRQ,2015-01-10,0,2015-01
5281,Iraq,IRQ,2015-01-11,0,2015-01
5282,Iraq,IRQ,2015-01-12,0,2015-01
5283,Iraq,IRQ,2016-01-01,0,2016-01
5284,Iraq,IRQ,2016-01-02,0,2016-01
5285,Iraq,IRQ,2016-01-03,0,2016-01
5286,Iraq,IRQ,2016-01-04,0,2016-01
5287,Iraq,IRQ,2016-01-05,0,2016-01
5288,Iraq,IRQ,2016-01-06,0,2016-01
5289,Iraq,IRQ,2016-01-07,0,2016-01
5290,Iraq,IRQ,2016-01-08,0,2016-01
5291,Iraq,IRQ,2016-01-09,0,2016-01
5292,Iraq,IRQ,2016-01-10,0,2016-01
5293,Iraq,IRQ,2016-01-11,0,2016-01
5294,Iraq,IRQ,2016-01-12,0,2016-01
5295,Iraq,IRQ,2017-01-01,0,2017-01
5296,Iraq,IRQ,2017-01-02,0,2017-01
5297,Iraq,IRQ,2017-01-03,0,2017-01
5298,Iraq,IRQ,2017-01-04,0,2017-01
5299,Iraq,IRQ,2017-01-05,0,2017-01
5300,Iraq,IRQ,2017-01-06,0,2017-01
5301,Iraq,IRQ,2017-01-07,0,2017-01
5302,Iraq,IRQ,2017-01-08,0,2017-01
5303,Iraq,IRQ,2017-01-09,0,2017-01
5304,Iraq,IRQ,2017-01-10,0,2017-01
5305,Iraq,IRQ,2017-01-11,0,2017-01
5306,Iraq,IRQ,2017-01-12,0,2017-01
5307,Iraq,IRQ,2018-01-01,0,2018-01
5308,Iraq,IRQ,2018-01-02,0,2018-01
5309,Iraq,IRQ,2018-01-03,0,2018-01
5310,Iraq,IRQ,2018-01-04,0,2018-01
5311,Iraq,IRQ,2018-01-05,0,2018-01
5312,Iraq,IRQ,2018-01-06,0,2018-01
5313,Iraq,IRQ,2018-01-07,0,2018-01
5314,Iraq,IRQ,2018-01-08,0,2018-01
5315,Iraq,IRQ,2018-01-09,0,2018-01
5316,Iraq,IRQ,2018-01-10,0,2018-01
5317,Iraq,IRQ,2018-01-11,0,2018-01
5318,Iraq,IRQ,2018-01-12,0,2018-01
5319,Iraq,IRQ,2019-01-01,0,2019-01
5320,Iraq,IRQ,2019-01-02,0,2019-01
5321,Iraq,IRQ,2019-01-03,0,2019-01
5322,Iraq,IRQ,2019-01-04,0,2019-01
5323,Iraq,IRQ,2019-01-05,0,2019-01
5324,Iraq,IRQ,2019-01-06,0,2019-01
5325,Iraq,IRQ,2019-01-07,0,2019-01
5326,Iraq,IRQ,2019-01-08,0,2019-01
5327,Iraq,IRQ,2019-01-09,0,2019-01
5328,Iraq,IRQ,2019-01-10,0,2019-01
5329,Iraq,IRQ,2019-01-11,0,2019-01
5330,Iraq,IRQ,2019-01-12,0,2019-01
5331,Iraq,IRQ,2020-01-01,0,2020-01
5332,Iraq,IRQ,2020-01-02,0,2020-01
5333,Iraq,IRQ,2020-01-03,0,2020-01
5334,Iraq,IRQ,2020-01-04,0,2020-01
5335,Iraq,IRQ,2020-01-05,0,2020-01
5336,Iraq,IRQ,2020-01-06,0,2020-01
5337,Iraq,IRQ,2020-01-07,0,2020-01
5338,Iraq,IRQ,2020-01-08,0,2020-01
5339,Iraq,IRQ,2020-01-09,0,2020-01
5340,Iraq,IRQ,2020-01-10,0,2020-01
5341,Iraq,IRQ,2020-01-11,0,2020-01
5342,Iraq,IRQ,2020-01-12,0,2020-01
5343,Iraq,IRQ,2021-01-01,0,2021-01
5344,Iraq,IRQ,2021-01-02,0,2021-01
5345,Iraq,IRQ,2021-01-03,0,2021-01
5346,Iraq,IRQ,2021-01-04,0,2021-01
5347,Iraq,IRQ,2021-01-05,0,2021-01
5348,Iraq,IRQ,2021-01-06,0,2021-01
5349,Iraq,IRQ,2021-01-07,0,2021-01
5350,Iraq,IRQ,2021-01-08,0,2021-01
5351,Iraq,IRQ,2021-01-09,0,2021-01
5352,Iraq,IRQ,2021-01-10,0,2021-01
5353,Iraq,IRQ,2021-01-11,0,2021-01
5354,Iraq,IRQ,2021-01-12,0,2021-01
5355,Iraq,IRQ,2022-01-01,0,2022-01
5356,Iraq,IRQ,2022-01-02,0,2022-01
5357,Iraq,IRQ,2022-01-03,0,2022-01
5358,Iraq,IRQ,2022-01-04,0,2022-01
5359,Iraq,IRQ,2022-01-05,0,2022-01
5360,Iraq,IRQ,2022-01-06,0,2022-01
5361,Iraq,IRQ,2022-01-07,0,2022-01
5362,Iraq,IRQ,2022-01-08,0,2022-01
5363,Iraq,IRQ,2022-01-09,0,2022-01
5364,Iraq,IRQ,2022-01-10,0,2022-01
5365,Iraq,IRQ,2022-01-11,0,2022-01
5366,Iraq,IRQ,2022-01-12,0,2022-01
5367,Iraq,IRQ,2023-01-01,0,2023-01
5368,Iraq,IRQ,2023-01-02,0,2023-01
5369,Iraq,IRQ,2023-01-03,0,2023-01
5370,Iraq,IRQ,2023-01-04,0,2023-01
5371,Iraq,IRQ,2023-01-05,0,2023-01
5372,Iraq,IRQ,2023-01-06,0,2023-01
5373,Iraq,IRQ,2023-01-07,0,2023-01
5374,Iraq,IRQ,2023-01-08,0,2023-01
5375,Iraq,IRQ,2023-01-09,0,2023-01
5376,Iraq,IRQ,2023-01-10,0,2023-01
5377,Iraq,IRQ,2023-01-11,0,2023-01
5378,Iraq,IRQ,2023-01-12,0,2023-01
5379,Iraq,IRQ,2024-01-01,0,2024-01
5380,Iraq,IRQ,2024-01-02,0,2024-01
5381,Iraq,IRQ,2024-01-03,0,2024-01
5382,Iraq,IRQ,2024-01-04,0,2024-01
5383,Iraq,IRQ,2024-01-05,0,2024-01
5384,Iraq,IRQ,2024-01-06,0,2024-01
5385,Iraq,IRQ,2024-01-07,0,2024-01
5386,Iraq,IRQ,2024-01-08,0,2024-01
5387,Iraq,IRQ,2024-01-09,0,2024-01
5388,Iraq,IRQ,2024-01-10,0,2024-01
5389,Iraq,IRQ,2024-01-11,0,2024-01
5390,Iraq,IRQ,2024-01-12,0,2024-01
5391,Iraq,IRQ,2025-01-01,0,2025-01
5392,Laos,LAO,1997-01-01,0,1997-01
5393,Laos,LAO,1997-01-02,0,1997-01
5394,Laos,LAO,1997-01-03,0,1997-01
5395,Laos,LAO,1997-01-04,0,1997-01
5396,Laos,LAO,1997-01-05,0,1997-01
5397,Laos,LAO,1997-01-06,0,1997-01
5398,Laos,LAO,1997-01-07,0,1997-01
5399,Laos,LAO,1997-01-08,0,1997-01
5400,Laos,LAO,1997-01-09,0,1997-01
5401,Laos,LAO,1997-01-10,0,1997-01
5402,Laos,LAO,1997-01-11,0,1997-01
5403,Laos,LAO,1997-01-12,0,1997-01
5404,Laos,LAO,1998-01-01,0,1998-01
5405,Laos,LAO,1998-01-02,0,1998-01
5406,Laos,LAO,1998-01-03,0,1998-01
5407,Laos,LAO,1998-01-04,0,1998-01
5408,Laos,LAO,1998-01-05,0,1998-01
5409,Laos,LAO,1998-01-06,0,1998-01
5410,Laos,LAO,1998-01-07,0,1998-01
5411,Laos,LAO,1998-01-08,0,1998-01
5412,Laos,LAO,1998-01-09,0,1998-01
5413,Laos,LAO,1998-01-10,0,1998-01
5414,Laos,LAO,1998-01-11,0,1998-01
5415,Laos,LAO,1998-01-12,0,1998-01
5416,Laos,LAO,1999-01-01,0,1999-01
5417,Laos,LAO,1999-01-02,0,1999-01
5418,Laos,LAO,1999-01-03,0,1999-01
5419,Laos,LAO,1999-01-04,0,1999-01
5420,Laos,LAO,1999-01-05,0,1999-01
5421,Laos,LAO,1999-01-06,0,1999-01
5422,Laos,LAO,1999-01-07,0,1999-01
5423,Laos,LAO,1999-01-08,0,1999-01
5424,Laos,LAO,1999-01-09,0,1999-01
5425,Laos,LAO,1999-01-10,0,1999-01
5426,Laos,LAO,1999-01-11,0,1999-01
5427,Laos,LAO,1999-01-12,0,1999-01
5428,Laos,LAO,2000-01-01,0,2000-01
5429,Laos,LAO,2000-01-02,0,2000-01
5430,Laos,LAO,2000-01-03,0,2000-01
5431,Laos,LAO,2000-01-04,0,2000-01
5432,Laos,LAO,2000-01-05,0,2000-01
5433,Laos,LAO,2000-01-06,0,2000-01
5434,Laos,LAO,2000-01-07,0,2000-01
5435,Laos,LAO,2000-01-08,0,2000-01
5436,Laos,LAO,2000-01-09,0,2000-01
5437,Laos,LAO,2000-01-10,0,2000-01
5438,Laos,LAO,2000-01-11,0,2000-01
5439,Laos,LAO,2000-01-12,0,2000-01
5440,Laos,LAO,2001-01-01,0,2001-01
5441,Laos,LAO,2001-01-02,0,2001-01
5442,Laos,LAO,2001-01-03,0,2001-01
5443,Laos,LAO,2001-01-04,0,2001-01
5444,Laos,LAO,2001-01-05,0,2001-01
5445,Laos,LAO,2001-01-06,0,2001-01
5446,Laos,LAO,2001-01-07,0,2001-01
5447,Laos,LAO,2001-01-08,0,2001-01
5448,Laos,LAO,2001-01-09,0,2001-01
5449,Laos,LAO,2001-01-10,0,2001-01
5450,Laos,LAO,2001-01-11,0,2001-01
5451,Laos,LAO,2001-01-12,0,2001-01
5452,Laos,LAO,2002-01-01,0,2002-01
5453,Laos,LAO,2002-01-02,0,2002-01
5454,Laos,LAO,2002-01-03,0,2002-01
5455,Laos,LAO,2002-01-04,0,2002-01
5456,Laos,LAO,2002-01-05,0,2002-01
5457,Laos,LAO,2002-01-06,0,2002-01
5458,Laos,LAO,2002-01-07,0,2002-01
5459,Laos,LAO,2002-01-08,0,2002-01
5460,Laos,LAO,2002-01-09,0,2002-01
5461,Laos,LAO,2002-01-10,0,2002-01
5462,Laos,LAO,2002-01-11,0,2002-01
5463,Laos,LAO,2002-01-12,0,2002-01
5464,Laos,LAO,2003-01-01,0,2003-01
5465,Laos,LAO,2003-01-02,0,2003-01
5466,Laos,LAO,2003-01-03,0,2003-01
5467,Laos,LAO,2003-01-04,0,2003-01
5468,Laos,LAO,2003-01-05,0,2003-01
5469,Laos,LAO,2003-01-06,0,2003-01
5470,Laos,LAO,2003-01-07,0,2003-01
5471,Laos,LAO,2003-01-08,0,2003-01
5472,Laos,LAO,2003-01-09,0,2003-01
5473,Laos,LAO,2003-01-10,0,2003-01
5474,Laos,LAO,2003-01-11,0,2003-01
5475,Laos,LAO,2003-01-12,0,2003-01
5476,Laos,LAO,2004-01-01,0,2004-01
5477,Laos,LAO,2004-01-02,0,2004-01
5478,Laos,LAO,2004-01-03,0,2004-01
5479,Laos,LAO,2004-01-04,0,2004-01
5480,Laos,LAO,2004-01-05,0,2004-01
5481,Laos,LAO,2004-01-06,0,2004-01
5482,Laos,LAO,2004-01-07,0,2004-01
5483,Laos,LAO,2004-01-08,0,2004-01
5484,Laos,LAO,2004-01-09,0,2004-01
5485,Laos,LAO,2004-01-10,0,2004-01
5486,Laos,LAO,2004-01-11,0,2004-01
5487,Laos,LAO,2004-01-12,0,2004-01
5488,Laos,LAO,2005-01-01,0,2005-01
5489,Laos,LAO,2005-01-02,0,2005-01
5490,Laos,LAO,2005-01-03,0,2005-01
5491,Laos,LAO,2005-01-04,0,2005-01
5492,Laos,LAO,2005-01-05,0,2005-01
5493,Laos,LAO,2005-01-06,0,2005-01
5494,Laos,LAO,2005-01-07,0,2005-01
5495,Laos,LAO,2005-01-08,0,2005-01
5496,Laos,LAO,2005-01-09,0,2005-01
5497,Laos,LAO,2005-01-10,0,2005-01
5498,Laos,LAO,2005-01-11,0,2005-01
5499,Laos,LAO,2005-01-12,0,2005-01
5500,Laos,LAO,2006-01-01,0,2006-01
5501,Laos,LAO,2006-01-02,0,2006-01
5502,Laos,LAO,2006-01-03,0,2006-01
5503,Laos,LAO,2006-01-04,0,2006-01
5504,Laos,LAO,2006-01-05,0,2006-01
5505,Laos,LAO,2006-01-06,0,2006-01
5506,Laos,LAO,2006-01-07,0,2006-01
5507,Laos,LAO,2006-01-08,0,2006-01
5508,Laos,LAO,2006-01-09,0,2006-01
5509,Laos,LAO,2006-01-10,0,2006-01
5510,Laos,LAO,2006-01-11,0,2006-01
5511,Laos,LAO,2006-01-12,0,2006-01
5512,Laos,LAO,2007-01-01,2,2007-01
5513,Laos,LAO,2007-01-02,0,2007-01
5514,Laos,LAO,2007-01-03,0,2007-01
5515,Laos,LAO,2007-01-04,0,2007-01
5516,Laos,LAO,2007-01-05,0,2007-01
5517,Laos,LAO,2007-01-06,0,2007-01
5518,Laos,LAO,2007-01-07,0,2007-01
5519,Laos,LAO,2007-01-08,0,2007-01
5520,Laos,LAO,2007-01-09,0,2007-01
5521,Laos,LAO,2007-01-10,0,2007-01
5522,Laos,LAO,2007-01-11,0,2007-01
5523,Laos,LAO,2007-01-12,0,2007-01
5524,Laos,LAO,2008-01-01,0,2008-01
5525,Laos,LAO,2008-01-02,0,2008-01
5526,Laos,LAO,2008-01-03,0,2008-01
5527,Laos,LAO,2008-01-04,0,2008-01
5528,Laos,LAO,2008-01-05,0,2008-01
5529,Laos,LAO,2008-01-06,0,2008-01
5530,Laos,LAO,2008-01-07,0,2008-01
5531,Laos,LAO,2008-01-08,0,2008-01
5532,Laos,LAO,2008-01-09,0,2008-01
5533,Laos,LAO,2008-01-10,0,2008-01
5534,Laos,LAO,2008-01-11,0,2008-01
5535,Laos,LAO,2008-01-12,0,2008-01
5536,Laos,LAO,2009-01-01,0,2009-01
5537,Laos,LAO,2009-01-02,0,2009-01
5538,Laos,LAO,2009-01-03,0,2009-01
5539,Laos,LAO,2009-01-04,0,2009-01
5540,Laos,LAO,2009-01-05,0,2009-01
5541,Laos,LAO,2009-01-06,0,2009-01
5542,Laos,LAO,2009-01-07,0,2009-01
5543,Laos,LAO,2009-01-08,0,2009-01
5544,Laos,LAO,2009-01-09,0,2009-01
5545,Laos,LAO,2009-01-10,0,2009-01
5546,Laos,LAO,2009-01-11,0,2009-01
5547,Laos,LAO,2009-01-12,0,2009-01
5548,Laos,LAO,2010-01-01,0,2010-01
5549,Laos,LAO,2010-01-02,0,2010-01
5550,Laos,LAO,2010-01-03,0,2010-01
5551,Laos,LAO,2010-01-04,0,2010-01
5552,Laos,LAO,2010-01-05,0,2010-01
5553,Laos,LAO,2010-01-06,0,2010-01
5554,Laos,LAO,2010-01-07,0,2010-01
5555,Laos,LAO,2010-01-08,0,2010-01
5556,Laos,LAO,2010-01-09,0,2010-01
5557,Laos,LAO,2010-01-10,0,2010-01
5558,Laos,LAO,2010-01-11,0,2010-01
5559,Laos,LAO,2010-01-12,0,2010-01
5560,Laos,LAO,2011-01-01,0,2011-01
5561,Laos,LAO,2011-01-02,0,2011-01
5562,Laos,LAO,2011-01-03,0,2011-01
5563,Laos,LAO,2011-01-04,0,2011-01
5564,Laos,LAO,2011-01-05,0,2011-01
5565,Laos,LAO,2011-01-06,0,2011-01
5566,Laos,LAO,2011-01-07,0,2011-01
5567,Laos,LAO,2011-01-08,0,2011-01
5568,Laos,LAO,2011-01-09,0,2011-01
5569,Laos,LAO,2011-01-10,0,2011-01
5570,Laos,LAO,2011-01-11,0,2011-01
5571,Laos,LAO,2011-01-12,0,2011-01
5572,Laos,LAO,2012-01-01,0,2012-01
5573,Laos,LAO,2012-01-02,0,2012-01
5574,Laos,LAO,2012-01-03,0,2012-01
5575,Laos,LAO,2012-01-04,0,2012-01
5576,Laos,LAO,2012-01-05,0,2012-01
5577,Laos,LAO,2012-01-06,0,2012-01
5578,Laos,LAO,2012-01-07,0,2012-01
5579,Laos,LAO,2012-01-08,0,2012-01
5580,Laos,LAO,2012-01-09,0,2012-01
5581,Laos,LAO,2012-01-10,0,2012-01
5582,Laos,LAO,2012-01-11,0,2012-01
5583,Laos,LAO,2012-01-12,0,2012-01
5584,Laos,LAO,2013-01-01,0,2013-01
5585,Laos,LAO,2013-01-02,0,2013-01
5586,Laos,LAO,2013-01-03,0,2013-01
5587,Laos,LAO,2013-01-04,0,2013-01
5588,Laos,LAO,2013-01-05,0,2013-01
5589,Laos,LAO,2013-01-06,0,2013-01
5590,Laos,LAO,2013-01-07,0,2013-01
5591,Laos,LAO,2013-01-08,0,2013-01
5592,Laos,LAO,2013-01-09,0,2013-01
5593,Laos,LAO,2013-01-10,0,2013-01
5594,Laos,LAO,2013-01-11,0,2013-01
5595,Laos,LAO,2013-01-12,0,2013-01
5596,Laos,LAO,2014-01-01,0,2014-01
5597,Laos,LAO,2014-01-02,0,2014-01
5598,Laos,LAO,2014-01-03,0,2014-01
5599,Laos,LAO,2014-01-04,0,2014-01
5600,Laos,LAO,2014-01-05,0,2014-01
5601,Laos,LAO,2014-01-06,0,2014-01
5602,Laos,LAO,2014-01-07,0,2014-01
5603,Laos,LAO,2014-01-08,0,2014-01
5604,Laos,LAO,2014-01-09,0,2014-01
5605,Laos,LAO,2014-01-10,0,2014-01
5606,Laos,LAO,2014-01-11,0,2014-01
5607,Laos,LAO,2014-01-12,0,2014-01
5608,Laos,LAO,2015-01-01,0,2015-01
5609,Laos,LAO,2015-01-02,0,2015-01
5610,Laos,LAO,2015-01-03,0,2015-01
5611,Laos,LAO,2015-01-04,0,2015-01
5612,Laos,LAO,2015-01-05,0,2015-01
5613,Laos,LAO,2015-01-06,0,2015-01
5614,Laos,LAO,2015-01-07,0,2015-01
5615,Laos,LAO,2015-01-08,0,2015-01
5616,Laos,LAO,2015-01-09,0,2015-01
5617,Laos,LAO,2015-01-10,0,2015-01
5618,Laos,LAO,2015-01-11,0,2015-01
5619,Laos,LAO,2015-01-12,0,2015-01
5620,Laos,LAO,2016-01-01,0,2016-01
5621,Laos,LAO,2016-01-02,0,2016-01
5622,Laos,LAO,2016-01-03,0,2016-01
5623,Laos,LAO,2016-01-04,0,2016-01
5624,Laos,LAO,2016-01-05,0,2016-01
5625,Laos,LAO,2016-01-06,0,2016-01
5626,Laos,LAO,2016-01-07,0,2016-01
5627,Laos,LAO,2016-01-08,0,2016-01
5628,Laos,LAO,2016-01-09,0,2016-01
5629,Laos,LAO,2016-01-10,0,2016-01
5630,Laos,LAO,2016-01-11,0,2016-01
5631,Laos,LAO,2016-01-12,0,2016-01
5632,Laos,LAO,2017-01-01,0,2017-01
5633,Laos,LAO,2017-01-02,0,2017-01
5634,Laos,LAO,2017-01-03,0,2017-01
5635,Laos,LAO,2017-01-04,0,2017-01
5636,Laos,LAO,2017-01-05,0,2017-01
5637,Laos,LAO,2017-01-06,0,2017-01
5638,Laos,LAO,2017-01-07,0,2017-01
5639,Laos,LAO,2017-01-08,0,2017-01
5640,Laos,LAO,2017-01-09,0,2017-01
5641,Laos,LAO,2017-01-10,0,2017-01
5642,Laos,LAO,2017-01-11,0,2017-01
5643,Laos,LAO,2017-01-12,0,2017-01
5644,Laos,LAO,2018-01-01,0,2018-01
5645,Laos,LAO,2018-01-02,0,2018-01
5646,Laos,LAO,2018-01-03,0,2018-01
5647,Laos,LAO,2018-01-04,0,2018-01
5648,Laos,LAO,2018-01-05,0,2018-01
5649,Laos,LAO,2018-01-06,0,2018-01
5650,Laos,LAO,2018-01-07,0,2018-01
5651,Laos,LAO,2018-01-08,0,2018-01
5652,Laos,LAO,2018-01-09,0,2018-01
5653,Laos,LAO,2018-01-10,0,2018-01
5654,Laos,LAO,2018-01-11,0,2018-01
5655,Laos,LAO,2018-01-12,0,2018-01
5656,Laos,LAO,2019-01-01,0,2019-01
