,date,price_per_dozen
201,1996-10,1.128999948501587
202,1996-11,1.1390000581741333
203,1996-12,1.3079999685287476
204,1997-01,1.1480000019073486
205,1997-02,1.1319999694824219
206,1997-03,1.055999994277954
207,1997-04,1.0809999704360962
208,1997-05,1.0019999742507935
209,1997-06,0.9520000219345093
210,1997-07,0.9789999723434448
211,1997-08,1.0609999895095825
212,1997-09,1.0089999437332153
213,1997-10,1.0180000066757202
214,1997-11,1.090000033378601
215,1997-12,1.1720000505447388
216,1998-01,1.1200000047683716
217,1998-02,1.0729999542236328
218,1998-03,1.0429999828338623
219,1998-04,1.0609999895095825
220,1998-05,0.9599999785423279
221,1998-06,0.9319999814033508
222,1998-07,0.9710000157356262
223,1998-08,1.0529999732971191
224,1998-09,1.0219999551773071
225,1998-10,1.0479999780654907
226,1998-11,1.0770000219345093
227,1998-12,1.0889999866485596
228,1999-01,1.0529999732971191
229,1999-02,1.0779999494552612
230,1999-03,1.0049999952316284
231,1999-04,0.9419999718666077
232,1999-05,0.8999999761581421
233,1999-06,0.9490000009536743
234,1999-07,0.8799999952316284
235,1999-08,1.0199999809265137
236,1999-09,0.9559999704360962
237,1999-10,0.8880000114440918
238,1999-11,0.9200000166893005
239,1999-12,0.9200000166893005
240,2000-01,0.9750000238418579
241,2000-02,0.9620000123977661
242,2000-03,0.9309999942779541
243,2000-04,0.9390000104904175
244,2000-05,0.8519999980926514
245,2000-06,0.8379999995231628
246,2000-07,0.8679999709129333
247,2000-08,0.8930000066757202
248,2000-09,0.9200000166893005
249,2000-10,0.9229999780654907
250,2000-11,0.9020000100135803
251,2000-12,0.9589999914169312
252,2001-01,1.0110000371932983
253,2001-02,0.9430000185966492
254,2001-03,0.8859999775886536
255,2001-04,1.027999997138977
256,2001-05,0.8809999823570251
257,2001-06,0.9200000166893005
258,2001-07,0.8619999885559082
259,2001-08,0.9290000200271606
260,2001-09,0.9160000085830688
261,2001-10,0.9160000085830688
262,2001-11,0.9350000023841858
263,2001-12,0.925000011920929
264,2002-01,0.9729999899864197
265,2002-02,0.9959999918937683
266,2002-03,1.003000020980835
267,2002-04,1.0470000505447388
268,2002-05,0.996999979019165
269,2002-06,0.9750000238418579
270,2002-07,0.9900000095367432
271,2002-08,1.0529999732971191
272,2002-09,1.0549999475479126
273,2002-10,1.0390000343322754
274,2002-11,1.0800000429153442
275,2002-12,1.1759999990463257
276,2003-01,1.1749999523162842
277,2003-02,1.1890000104904175
278,2003-03,1.2089999914169312
279,2003-04,1.13100004196167
280,2003-05,1.0089999437332153
281,2003-06,1.1990000009536743
282,2003-07,1.149999976158142
283,2003-08,1.2769999504089355
284,2003-09,1.2569999694824219
285,2003-10,1.3300000429153442
286,2003-11,1.4479999542236328
287,2003-12,1.559000015258789
288,2004-01,1.5729999542236328
289,2004-02,1.5829999446868896
290,2004-03,1.625
291,2004-04,1.562000036239624
292,2004-05,1.371999979019165
293,2004-06,1.3109999895095825
294,2004-07,1.253000020980835
295,2004-08,1.2769999504089355
296,2004-09,1.1449999809265137
297,2004-10,1.0889999866485596
298,2004-11,1.0850000381469727
299,2004-12,1.1990000009536743
300,2005-01,1.2109999656677246
301,2005-02,1.284000039100647
302,2005-03,1.1319999694824219
303,2005-04,1.1640000343322754
304,2005-05,1.184999942779541
305,2005-06,1.1390000581741333
306,2005-07,1.1649999618530273
307,2005-08,1.1660000085830688
308,2005-09,1.2790000438690186
309,2005-10,1.2640000581741333
310,2005-11,1.2790000438690186
311,2005-12,1.350000023841858
312,2006-01,1.4490000009536743
313,2006-02,1.3279999494552612
314,2006-03,1.3020000457763672
315,2006-04,1.2829999923706055
316,2006-05,1.2059999704360962
317,2006-06,1.2419999837875366
318,2006-07,1.2130000591278076
319,2006-08,1.24399995803833
320,2006-09,1.253999948501587
321,2006-10,1.2569999694824219
322,2006-11,1.3539999723434448
323,2006-12,1.5429999828338623
324,2007-01,1.5490000247955322
325,2007-02,1.746000051498413
326,2007-03,1.6339999437332153
327,2007-04,1.6160000562667847
328,2007-05,1.503999948501587
329,2007-06,1.3730000257492065
330,2007-07,1.5019999742507935
331,2007-08,1.6339999437332153
332,2007-09,1.8250000476837158
333,2007-10,1.7710000276565552
334,2007-11,1.8619999885559082
335,2007-12,2.0989999771118164
336,2008-01,2.174999952316284
337,2008-02,2.1679999828338623
338,2008-03,2.203000068664551
339,2008-04,2.069000005722046
340,2008-05,1.9299999475479126
341,2008-06,1.9199999570846558
342,2008-07,2.010999917984009
343,2008-08,1.8539999723434448
344,2008-09,1.9780000448226929
345,2008-10,1.8580000400543213
346,2008-11,1.8380000591278076
347,2008-12,1.8339999914169312
348,2009-01,1.850000023841858
349,2009-02,1.7949999570846558
350,2009-03,1.6929999589920044
351,2009-04,1.7740000486373901
352,2009-05,1.5010000467300415
353,2009-06,1.5290000438690186
354,2009-07,1.4950000047683716
355,2009-08,1.6319999694824219
356,2009-09,1.6269999742507935
357,2009-10,1.5950000286102295
358,2009-11,1.7050000429153442
359,2009-12,1.7719999551773071
360,2010-01,1.7890000343322754
361,2010-02,1.871999979019165
362,2010-03,1.8220000267028809
363,2010-04,1.7790000438690186
364,2010-05,1.5230000019073486
365,2010-06,1.49399995803833
366,2010-07,1.440999984741211
367,2010-08,1.5190000534057617
368,2010-09,1.753000020980835
369,2010-10,1.4559999704360962
370,2010-11,1.6749999523162842
371,2010-12,1.7929999828338623
372,2011-01,1.805999994277954
373,2011-02,1.7079999446868896
374,2011-03,1.7319999933242798
375,2011-04,1.7269999980926514
376,2011-05,1.6920000314712524
377,2011-06,1.6829999685287476
378,2011-07,1.6469999551773071
379,2011-08,1.7109999656677246
380,2011-09,1.9470000267028809
381,2011-10,1.871000051498413
382,2011-11,1.8359999656677246
383,2011-12,1.8739999532699585
384,2012-01,1.9390000104904175
385,2012-02,1.7979999780654907
386,2012-03,1.7740000486373901
387,2012-04,1.8289999961853027
388,2012-05,1.690999984741211
389,2012-06,1.6699999570846558
390,2012-07,1.6480000019073486
391,2012-08,1.8839999437332153
392,2012-09,1.8890000581741333
393,2012-10,1.9600000381469727
394,2012-11,1.9630000591278076
395,2012-12,2.006999969482422
396,2013-01,1.9329999685287476
397,2013-02,1.965000033378601
398,2013-03,1.9249999523162842
399,2013-04,1.9179999828338623
400,2013-05,1.8700000047683716
401,2013-06,1.8589999675750732
402,2013-07,1.8329999446868896
403,2013-08,1.8380000591278076
404,2013-09,1.8969999551773071
405,2013-10,1.9249999523162842
406,2013-11,1.9249999523162842
407,2013-12,2.0260000228881836
408,2014-01,2.007999897003174
409,2014-02,1.9980000257492065
410,2014-03,2.061000108718872
411,2014-04,2.11899995803833
412,2014-05,1.996000051498413
413,2014-06,1.9479999542236328
414,2014-07,1.9500000476837158
415,2014-08,1.9789999723434448
416,2014-09,1.9700000286102295
417,2014-10,1.9509999752044678
418,2014-11,2.0320000648498535
419,2014-12,2.2100000381469727
420,2015-01,2.11299991607666
421,2015-02,2.0880000591278076
422,2015-03,2.132999897003174
423,2015-04,2.065000057220459
424,2015-05,1.9620000123977661
425,2015-06,2.569999933242798
426,2015-07,2.569999933242798
427,2015-08,2.943000078201294
428,2015-09,2.9660000801086426
429,2015-10,2.808000087738037
430,2015-11,2.6640000343322754
431,2015-12,2.750999927520752
432,2016-01,2.328000068664551
433,2016-02,2.2669999599456787
434,2016-03,2.0810000896453857
435,2016-04,1.7929999828338623
436,2016-05,1.684000015258789
437,2016-06,1.4910000562667847
438,2016-07,1.5460000038146973
439,2016-08,1.4550000429153442
440,2016-09,1.4709999561309814
441,2016-10,1.3899999856948853
442,2016-11,1.3209999799728394
443,2016-12,1.3830000162124634
444,2017-01,1.5989999771118164
445,2017-02,1.4639999866485596
446,2017-03,1.4040000438690186
447,2017-04,1.409000039100647
448,2017-05,1.4140000343322754
449,2017-06,1.3320000171661377
450,2017-07,1.3329999446868896
451,2017-08,1.3669999837875366
452,2017-09,1.4220000505447388
453,2017-10,1.5399999618530273
454,2017-11,1.50600004196167
455,2017-12,1.815000057220459
456,2018-01,1.7690000534057617
457,2018-02,1.7549999952316284
458,2018-03,1.8309999704360962
459,2018-04,2.0810000896453857
460,2018-05,1.9869999885559082
461,2018-06,1.628000020980835
462,2018-07,1.725000023841858
463,2018-08,1.621999979019165
464,2018-09,1.6510000228881836
465,2018-10,1.659999966621399
466,2018-11,1.5959999561309814
467,2018-12,1.5950000286102295
468,2019-01,1.5540000200271606
469,2019-02,1.5570000410079956
470,2019-03,1.5440000295639038
471,2019-04,1.4630000591278076
472,2019-05,1.3619999885559082
473,2019-06,1.2029999494552612
474,2019-07,1.2430000305175781
475,2019-08,1.218999981880188
476,2019-09,1.3830000162124634
477,2019-10,1.281999945640564
478,2019-11,1.4049999713897705
479,2019-12,1.534999966621399
480,2020-01,1.4609999656677246
481,2020-02,1.4490000009536743
482,2020-03,1.524999976158142
483,2020-04,2.0190000534057617
484,2020-05,1.6399999856948853
485,2020-06,1.5540000200271606
486,2020-07,1.4010000228881836
487,2020-08,1.3279999494552612
488,2020-09,1.3530000448226929
489,2020-10,1.4079999923706055
490,2020-11,1.4500000476837158
491,2020-12,1.4809999465942383
492,2021-01,1.465999960899353
493,2021-02,1.597000002861023
494,2021-03,1.625
495,2021-04,1.6200000047683716
496,2021-05,1.625
497,2021-06,1.6419999599456787
498,2021-07,1.6419999599456787
499,2021-08,1.7089999914169312
500,2021-09,1.8350000381469727
501,2021-10,1.8209999799728394
502,2021-11,1.718000054359436
503,2021-12,1.7879999876022339
504,2022-01,1.9290000200271606
505,2022-02,2.005000114440918
506,2022-03,2.0460000038146973
507,2022-04,2.5199999809265137
508,2022-05,2.86299991607666
509,2022-06,2.7070000171661377
510,2022-07,2.936000108718872
511,2022-08,3.115999937057495
512,2022-09,2.9019999504089355
513,2022-10,3.4189999103546143
514,2022-11,3.5889999866485596
515,2022-12,4.25
516,2023-01,4.822999954223633
517,2023-02,4.210999965667725
518,2023-03,3.446000099182129
519,2023-04,3.2699999809265137
520,2023-05,2.6659998893737793
521,2023-06,2.2190001010894775
522,2023-07,2.0940001010894775
523,2023-08,2.0429999828338623
524,2023-09,2.065000057220459
525,2023-10,2.072000026702881
526,2023-11,2.138000011444092
527,2023-12,2.506999969482422
528,2024-01,2.5220000743865967
529,2024-02,2.996000051498413
530,2024-03,2.992000102996826
531,2024-04,2.864000082015991
532,2024-05,2.6989998817443848
533,2024-06,2.7149999141693115
534,2024-07,3.0799999237060547
535,2024-08,3.2039999961853027
536,2024-09,3.821000099182129
537,2024-10,3.369999885559082
538,2024-11,3.6489999294281006
539,2024-12,4.145999908447266
540,2025-01,4.953000068664551
