,date,temp_WA,temp_IN,temp_MO,temp_WI
84,1987-01,36.900000000000006,24.13225806451613,30.041935483870965,21.029032258064515
85,1987-02,42.285714285714285,32.253571428571426,39.221428571428575,28.260714285714283
86,1987-03,44.67741935483871,41.0,47.47741935483871,34.599999999999994
87,1987-04,50.16,51.17666666666666,55.906666666666666,48.03
88,1987-05,55.564516129032256,66.7258064516129,71.0741935483871,61.95161290322581
89,1987-06,62.156666666666666,72.94333333333334,76.06666666666666,71.12666666666668
90,1987-07,63.34838709677419,75.26774193548388,79.45483870967742,74.66451612903225
91,1987-08,65.33548387096774,73.05483870967741,78.10967741935484,69.04838709677419
92,1987-09,61.99,66.46333333333334,68.26666666666667,61.486666666666665
93,1987-10,54.78387096774193,48.42903225806452,53.641935483870974,44.36774193548387
94,1987-11,45.669999999999995,45.89666666666667,47.376666666666665,39.513333333333335
95,1987-12,36.10322580645161,33.97741935483871,36.50967741935484,27.187096774193545
96,1988-01,36.42903225806452,24.787096774193547,29.529032258064515,11.654838709677419
97,1988-02,41.58620689655172,23.510344827586206,29.779310344827586,13.210344827586209
98,1988-03,42.66129032258065,38.225806451612904,43.58709677419355,32.806451612903224
99,1988-04,48.35666666666667,49.5,54.50333333333333,44.89333333333333
100,1988-05,52.92580645161291,63.65161290322581,66.8741935483871,60.903225806451616
101,1988-06,58.07666666666667,73.75,76.83666666666666,71.99333333333333
102,1988-07,64.10322580645162,77.52580645161291,78.37741935483871,75.14838709677419
103,1988-08,64.1774193548387,76.76451612903226,79.15806451612903,73.93870967741935
104,1988-09,59.62,66.90666666666667,70.67333333333333,63.519999999999996
105,1988-10,54.89354838709678,47.32258064516129,52.877419354838715,43.729032258064514
106,1988-11,43.22,43.03666666666666,46.21333333333333,37.01
107,1988-12,38.91290322580645,29.287096774193547,36.145161290322584,23.36774193548387
108,1989-01,38.099999999999994,33.83870967741935,38.94193548387097,26.35483870967742
109,1989-02,30.571428571428573,23.74642857142857,26.057142857142857,14.517857142857142
110,1989-03,40.16451612903226,38.309677419354834,43.141935483870974,26.23548387096774
111,1989-04,50.013333333333335,48.79666666666667,56.34666666666667,42.64333333333333
112,1989-05,53.78709677419355,58.061290322580646,63.39032258064516,56.435483870967744
113,1989-06,61.513333333333335,68.62666666666668,70.93333333333334,65.65
114,1989-07,62.49032258064516,73.39032258064516,76.61935483870967,72.99677419354839
115,1989-08,63.47741935483871,70.86774193548388,75.72258064516129,69.33870967741936
116,1989-09,61.82333333333334,62.980000000000004,65.15333333333334,59.80333333333333
117,1989-10,50.903225806451616,54.11612903225806,58.777419354838706,50.5516129032258
118,1989-11,44.14,40.24666666666667,45.84666666666667,32.653333333333336
119,1989-12,39.81290322580645,16.822580645161292,23.251612903225805,12.02258064516129
120,1990-01,39.50322580645161,35.58387096774193,39.900000000000006,26.81935483870968
121,1990-02,37.11785714285714,34.88928571428571,39.34285714285714,23.860714285714288
122,1990-03,44.358064516129026,43.24516129032258,47.222580645161294,35.54516129032258
123,1990-04,50.40333333333333,49.62,53.57666666666667,46.64333333333333
124,1990-05,52.5,58.480645161290326,61.49677419354838,52.903225806451616
125,1990-06,58.29,70.06333333333333,74.88666666666667,66.89333333333333
126,1990-07,67.8741935483871,71.99032258064516,77.12903225806451,69.58064516129032
127,1990-08,66.72258064516129,71.1258064516129,76.51935483870967,69.01935483870967
128,1990-09,62.666666666666664,66.33666666666666,72.49666666666667,63.169999999999995
129,1990-10,48.670967741935485,53.10322580645161,56.65483870967742,48.564516129032256
130,1990-11,44.24666666666667,46.416666666666664,51.669999999999995,39.586666666666666
131,1990-12,32.01935483870968,32.329032258064515,34.25483870967742,20.32903225806452
132,1991-01,36.11290322580645,26.280645161290323,27.85483870967742,12.983870967741936
133,1991-02,44.42857142857143,33.13214285714286,39.767857142857146,22.907142857142855
134,1991-03,40.89032258064516,41.62580645161291,48.50967741935484,34.68064516129032
135,1991-04,46.873333333333335,54.343333333333334,58.440000000000005,48.28
136,1991-05,51.99677419354839,68.48387096774194,69.58064516129032,62.42258064516129
137,1991-06,56.056666666666665,73.99333333333334,76.25,70.25
138,1991-07,66.0225806451613,75.7258064516129,80.28709677419356,71.36451612903227
139,1991-08,66.9,73.70967741935483,78.16451612903225,70.03225806451613
140,1991-09,61.63,65.91666666666667,69.42,60.016666666666666
141,1991-10,51.148387096774194,56.690322580645166,59.88387096774194,49.63225806451613
142,1991-11,44.09666666666667,38.92666666666666,40.05333333333333,31.066666666666666
143,1991-12,40.1741935483871,33.71612903225807,38.248387096774195,25.13225806451613
144,1992-01,40.7,29.05483870967742,36.07419354838709,23.961290322580645
145,1992-02,43.38275862068965,35.206896551724135,40.91724137931034,27.913793103448278
146,1992-03,47.877419354838715,39.15806451612904,46.809677419354834,31.06451612903226
147,1992-04,50.583333333333336,49.21,55.53,42.24333333333333
148,1992-05,58.0,58.94193548387097,63.10645161290322,57.60645161290322
149,1992-06,63.15,65.98333333333333,71.36999999999999,64.85666666666667
150,1992-07,65.45806451612903,71.56129032258065,76.56451612903226,67.00967741935484
151,1992-08,66.47419354838709,67.46129032258065,70.93548387096774,66.1032258064516
152,1992-09,58.019999999999996,63.82333333333334,68.01666666666667,60.78333333333333
153,1992-10,52.332258064516125,52.064516129032256,58.10967741935484,48.68387096774194
154,1992-11,43.3,41.54,42.72,33.4
155,1992-12,35.84193548387096,31.458064516129035,35.63870967741936,23.729032258064517
156,1993-01,33.061290322580646,29.216129032258067,30.896774193548385,19.48709677419355
157,1993-02,37.535714285714285,23.742857142857144,31.110714285714288,18.192857142857143
158,1993-03,44.5516129032258,36.46774193548387,40.877419354838715,28.97741935483871
159,1993-04,47.190000000000005,49.28,51.63666666666666,40.193333333333335
160,1993-05,57.438709677419354,61.62580645161291,63.438709677419354,57.096774193548384
161,1993-06,57.96666666666667,68.82,72.61,63.85666666666667
162,1993-07,59.46451612903226,74.75161290322582,79.36129032258064,70.05806451612904
163,1993-08,63.87096774193548,73.03870967741935,78.21612903225805,70.0
164,1993-09,61.276666666666664,61.519999999999996,64.4,56.68333333333333
165,1993-10,53.91290322580645,51.483870967741936,54.400000000000006,47.406451612903226
166,1993-11,39.59,40.89666666666667,41.22,34.9
167,1993-12,38.79032258064516,31.04516129032258,36.303225806451614,25.364516129032257
168,1994-01,41.81290322580645,18.4,26.783870967741933,4.458064516129032
169,1994-02,37.93928571428571,25.892857142857142,32.86071428571429,12.096428571428572
170,1994-03,44.41935483870968,38.358064516129026,46.13225806451613,32.306451612903224
171,1994-04,49.74333333333333,51.82666666666667,54.913333333333334,45.26
172,1994-05,55.564516129032256,58.332258064516125,64.2483870967742,57.599999999999994
173,1994-06,57.99666666666667,72.54666666666667,76.61666666666666,69.89
174,1994-07,66.9258064516129,73.03870967741935,77.88387096774194,69.61935483870967
175,1994-08,65.53548387096774,70.07741935483871,75.6258064516129,66.36774193548388
176,1994-09,61.85333333333333,65.67333333333333,67.67666666666666,64.49333333333333
177,1994-10,50.49354838709677,55.96774193548387,59.07741935483871,52.05806451612903
178,1994-11,39.34,46.82333333333334,49.25666666666667,40.123333333333335
179,1994-12,37.75806451612903,36.52903225806452,39.08709677419355,28.20967741935484
180,1995-01,38.770967741935486,27.81935483870968,28.97741935483871,18.903225806451612
181,1995-02,42.07142857142857,28.385714285714283,36.0,18.817857142857143
182,1995-03,43.406451612903226,42.05483870967742,47.16451612903226,33.49354838709677
183,1995-04,47.22,49.169999999999995,54.556666666666665,40.63666666666666
184,1995-05,56.68387096774194,59.78709677419355,61.21290322580645,55.222580645161294
185,1995-06,60.31333333333334,70.69666666666667,71.72,70.23
186,1995-07,65.63225806451612,74.69032258064516,78.50967741935484,73.40322580645162
187,1995-08,61.167741935483875,77.48709677419355,81.85483870967742,74.69032258064516
188,1995-09,62.34666666666667,64.76666666666667,66.85666666666667,60.330000000000005
189,1995-10,50.05806451612903,55.32258064516129,59.41612903225807,50.41612903225807
190,1995-11,46.50666666666667,36.56333333333334,41.65333333333333,28.55
191,1995-12,38.82258064516129,26.070967741935487,32.91935483870968,17.95483870967742
192,1996-01,36.95483870967742,23.05483870967742,26.693548387096776,13.187096774193549
193,1996-02,38.38965517241379,29.920689655172417,35.15172413793103,18.882758620689657
194,1996-03,43.89677419354839,32.72258064516129,38.46774193548387,26.929032258064517
195,1996-04,48.65,47.623333333333335,52.66,40.443333333333335
196,1996-05,50.229032258064514,59.31290322580645,66.35161290322581,52.83870967741935
197,1996-06,57.99666666666667,69.94333333333334,73.24,65.59666666666666
198,1996-07,66.50967741935484,69.99677419354839,75.93548387096774,67.16451612903225
199,1996-08,65.11935483870968,72.78387096774195,76.16129032258064,69.45806451612903
200,1996-09,56.806666666666665,65.04666666666667,66.25333333333333,61.776666666666664
201,1996-10,49.6741935483871,54.880645161290325,57.41290322580645,50.248387096774195
202,1996-11,41.86333333333334,35.373333333333335,38.973333333333336,29.45
203,1996-12,37.07419354838709,32.07096774193548,34.9483870967742,21.98709677419355
204,1997-01,38.55806451612903,20.56451612903226,26.983870967741936,14.35483870967742
205,1997-02,39.375,33.04642857142857,36.74285714285714,22.54642857142857
206,1997-03,42.40967741935484,40.903225806451616,46.829032258064515,31.241935483870968
207,1997-04,46.80333333333333,46.38333333333333,49.99,42.406666666666666
208,1997-05,56.748387096774195,55.23870967741936,60.358064516129026,50.49677419354839
209,1997-06,57.89333333333333,68.46333333333334,71.66666666666667,67.09
210,1997-07,63.24193548387097,72.83225806451614,78.98387096774194,70.09354838709677
211,1997-08,67.00322580645161,69.3741935483871,76.0,65.35161290322581
212,1997-09,60.90333333333333,64.76666666666667,69.73666666666666,61.99666666666667
213,1997-10,50.02903225806452,54.50645161290323,58.50322580645161,50.903225806451616
214,1997-11,45.24666666666667,38.39666666666667,41.75333333333333,33.03
215,1997-12,39.04516129032258,31.44516129032258,33.38387096774194,27.719354838709677
216,1998-01,39.099999999999994,34.57096774193548,34.88387096774194,23.161290322580644
217,1998-02,41.75,38.864285714285714,40.68214285714286,30.95357142857143
218,1998-03,43.61290322580645,38.693548387096776,40.28387096774193,31.067741935483873
219,1998-04,47.480000000000004,51.666666666666664,53.85333333333333,47.32666666666667
220,1998-05,53.25483870967742,65.8225806451613,70.02258064516128,62.62580645161291
221,1998-06,59.14,69.64666666666668,74.04333333333334,66.38666666666667
222,1998-07,67.2741935483871,72.41612903225807,78.02258064516128,70.79677419354839
223,1998-08,66.78387096774195,72.47096774193548,77.99677419354839,70.95483870967742
224,1998-09,62.45,69.7,73.78666666666666,65.67999999999999
225,1998-10,50.60967741935484,55.52903225806452,59.122580645161285,52.18387096774194
226,1998-11,44.2,45.056666666666665,49.13666666666666,40.45666666666667
227,1998-12,38.02903225806452,35.50645161290323,37.00645161290323,29.55483870967742
228,1999-01,38.92258064516129,24.106451612903225,30.190322580645162,13.66451612903226
229,1999-02,39.50714285714286,35.55357142857143,42.53214285714286,28.599999999999998
230,1999-03,41.45161290322581,34.36774193548387,42.49354838709677,32.619354838709675
231,1999-04,45.586666666666666,53.193333333333335,56.24666666666667,47.34666666666667
232,1999-05,49.274193548387096,63.229032258064514,64.7290322580645,59.50645161290323
233,1999-06,55.93333333333333,71.43,72.63000000000001,67.95666666666666
234,1999-07,61.79354838709677,78.10645161290323,81.41290322580646,74.95806451612903
235,1999-08,64.69677419354838,70.95806451612903,77.43548387096774,67.83548387096775
236,1999-09,59.73,67.96,68.47666666666667,60.74333333333333
237,1999-10,50.10645161290322,54.170967741935485,58.37096774193548,48.932258064516134
238,1999-11,45.080000000000005,47.39666666666667,53.96333333333334,42.29333333333333
239,1999-12,39.78387096774193,32.80967741935484,37.84193548387096,26.04516129032258
240,2000-01,36.97741935483871,23.98709677419355,34.02258064516129,16.570967741935487
241,2000-02,40.213793103448275,34.679310344827584,41.88965517241379,27.482758620689655
242,2000-03,42.0258064516129,44.516129032258064,48.3,39.38387096774194
243,2000-04,48.983333333333334,50.28,55.36333333333334,44.45333333333333
244,2000-05,52.16451612903226,64.45161290322581,67.81612903225806,59.05483870967742
245,2000-06,58.99666666666667,69.28,71.56333333333333,65.38000000000001
246,2000-07,62.751612903225805,70.50645161290322,77.35483870967742,68.8225806451613
247,2000-08,63.3,71.2258064516129,81.48709677419355,69.6
248,2000-09,58.43333333333333,63.690000000000005,70.65333333333334,61.13333333333333
249,2000-10,50.73548387096774,56.351612903225806,60.351612903225806,53.13548387096775
250,2000-11,39.72,39.54666666666667,39.55,34.46
251,2000-12,37.88709677419355,17.006451612903227,20.309677419354838,9.993548387096775
252,2001-01,39.10967741935484,25.86774193548387,29.94516129032258,19.52258064516129
253,2001-02,37.93928571428571,31.764285714285712,34.392857142857146,17.389285714285712
254,2001-03,43.00645161290323,35.487096774193546,40.11290322580645,27.97741935483871
255,2001-04,45.46666666666667,55.486666666666665,61.583333333333336,48.5
256,2001-05,53.46774193548387,63.18064516129032,66.1516129032258,58.15483870967742
257,2001-06,55.986666666666665,68.71000000000001,72.47,66.26666666666667
258,2001-07,62.37096774193548,73.20645161290322,80.58387096774193,73.03225806451613
259,2001-08,64.36774193548388,73.16774193548386,78.1032258064516,71.68709677419355
260,2001-09,59.32,62.919999999999995,67.98,59.85
261,2001-10,49.36774193548387,53.84516129032258,56.66129032258065,48.958064516129035
262,2001-11,44.49333333333333,48.63666666666666,51.96333333333334,45.730000000000004
263,2001-12,38.354838709677416,35.854838709677416,39.190322580645166,30.37741935483871
264,2002-01,38.76451612903226,34.03548387096774,35.3258064516129,26.593548387096774
265,2002-02,39.175000000000004,33.7,37.55357142857143,27.592857142857145
266,2002-03,39.512903225806454,36.37096774193548,40.60645161290322,26.993548387096773
267,2002-04,46.17666666666666,52.223333333333336,57.163333333333334,44.64666666666667
268,2002-05,51.29354838709677,57.49354838709677,62.248387096774195,52.52258064516129
269,2002-06,60.01,71.86999999999999,75.14666666666668,68.22333333333333
270,2002-07,64.73225806451613,77.41612903225807,79.6516129032258,74.71612903225805
271,2002-08,64.58709677419355,74.16774193548386,77.96129032258065,70.59354838709677
272,2002-09,59.21,69.54333333333334,72.03666666666666,65.52
273,2002-10,49.79354838709677,51.65161290322581,53.41290322580645,45.3258064516129
274,2002-11,45.013333333333335,39.276666666666664,42.53,34.45333333333333
275,2002-12,40.36774193548387,30.532258064516128,36.61612903225806,27.383870967741935
276,2003-01,42.54516129032258,21.200000000000003,28.506451612903223,16.661290322580644
277,2003-02,39.70357142857143,23.25357142857143,31.771428571428572,14.632142857142856
278,2003-03,44.18709677419355,40.44516129032258,44.60967741935484,31.483870967741936
279,2003-04,46.57666666666667,52.876666666666665,56.71,42.190000000000005
280,2003-05,52.41935483870968,59.019354838709674,63.95161290322581,54.0516129032258
281,2003-06,61.78333333333333,66.53,69.84333333333333,64.97
282,2003-07,67.46774193548387,71.86774193548388,79.97741935483872,70.56451612903226
283,2003-08,66.38709677419355,72.68064516129031,80.40645161290323,72.3967741935484
284,2003-09,61.14,62.666666666666664,64.98,61.95
285,2003-10,53.248387096774195,52.68064516129032,58.10967741935484,49.648387096774194
286,2003-11,40.026666666666664,45.90333333333333,47.440000000000005,36.32333333333334
287,2003-12,39.29677419354839,32.696774193548386,36.07096774193548,26.629032258064516
288,2004-01,37.625806451612895,22.835483870967742,30.14516129032258,10.864516129032259
289,2004-02,40.693103448275856,28.76551724137931,33.47241379310345,21.24827586206897
290,2004-03,45.65806451612904,42.932258064516134,48.019354838709674,35.99032258064516
291,2004-04,50.769999999999996,52.733333333333334,56.830000000000005,46.413333333333334
292,2004-05,54.877419354838715,65.12258064516129,67.87096774193549,55.95483870967742
293,2004-06,61.623333333333335,68.26,71.64333333333335,63.59666666666667
294,2004-07,67.49032258064516,71.00967741935484,75.06129032258065,68.08387096774193
295,2004-08,67.02580645161291,67.75483870967743,72.24193548387096,65.1774193548387
296,2004-09,57.4,66.84333333333333,69.56,65.88666666666667
297,2004-10,51.829032258064515,54.73548387096774,59.351612903225806,51.49677419354839
298,2004-11,43.92333333333333,45.24666666666667,47.63666666666666,39.656666666666666
299,2004-12,41.21612903225807,30.674193548387095,36.329032258064515,24.967741935483872
300,2005-01,40.0,26.12258064516129,32.60645161290322,14.819354838709677
301,2005-02,39.271428571428565,32.39642857142857,39.42142857142857,25.714285714285715
302,2005-03,46.170967741935485,36.34193548387096,43.65806451612904,28.396774193548385
303,2005-04,48.65333333333333,53.223333333333336,57.26,48.02333333333333
304,2005-05,55.87419354838709,59.23548387096774,65.61935483870968,54.41935483870968
305,2005-06,57.64,74.04333333333334,78.03666666666666,72.35666666666665
306,2005-07,64.24193548387096,76.05483870967741,80.80322580645162,73.51935483870967
307,2005-08,66.29677419354839,75.20645161290322,78.37741935483871,71.41935483870968
308,2005-09,57.25333333333333,69.95666666666666,73.04666666666667,66.68333333333334
309,2005-10,51.935483870967744,55.18709677419355,57.777419354838706,52.68709677419355
310,2005-11,41.21666666666667,44.236666666666665,47.86,37.54333333333333
311,2005-12,38.20967741935484,23.63225806451613,32.49354838709677,19.129032258064516
312,2006-01,41.68064516129032,38.42903225806452,41.11290322580645,30.690322580645162
313,2006-02,38.55357142857143,31.04642857142857,34.86785714285714,19.5
314,2006-03,42.21612903225807,39.68064516129032,46.34193548387096,31.90967741935484
315,2006-04,47.75,54.30333333333333,61.54333333333333,49.519999999999996
316,2006-05,54.55483870967742,59.483870967741936,65.51612903225806,58.07741935483871
317,2006-06,60.733333333333334,68.58,75.49,66.45666666666666
318,2006-07,66.84516129032258,75.25483870967743,80.95483870967742,74.74516129032257
319,2006-08,64.4774193548387,72.8225806451613,80.30645161290323,71.4
320,2006-09,60.376666666666665,62.52333333333333,66.55333333333333,59.39
321,2006-10,50.53225806451613,50.94193548387097,54.877419354838715,45.541935483870965
322,2006-11,42.96,43.50333333333333,46.67333333333333,38.776666666666664
323,2006-12,37.7,36.96451612903226,38.5258064516129,30.406451612903226
324,2007-01,36.10967741935484,30.94193548387097,32.02903225806452,22.4741935483871
325,2007-02,40.57142857142857,16.625,30.114285714285717,11.921428571428573
326,2007-03,44.91612903225807,45.46451612903226,52.645161290322584,35.748387096774195
327,2007-04,47.28333333333333,48.443333333333335,52.21333333333334,42.776666666666664
328,2007-05,54.07096774193548,66.11612903225806,68.34193548387097,60.88709677419355
329,2007-06,58.31666666666667,72.34666666666666,73.28999999999999,69.35666666666665
330,2007-07,66.54193548387097,71.8258064516129,77.20645161290322,71.95483870967742
331,2007-08,63.20322580645161,77.40322580645162,83.29677419354839,71.05483870967741
332,2007-09,58.41,70.14333333333335,72.73333333333333,64.23666666666666
333,2007-10,48.66129032258065,61.599999999999994,61.32258064516129,56.00322580645161
334,2007-11,42.156666666666666,41.46333333333334,46.126666666666665,35.61
335,2007-12,37.92580645161291,30.79032258064516,34.10967741935484,20.29032258064516
336,2008-01,35.68387096774194,27.761290322580646,32.174193548387095,16.916129032258063
337,2008-02,40.20344827586207,26.848275862068967,32.06551724137931,14.279310344827588
338,2008-03,40.23548387096774,36.74516129032258,43.4741935483871,25.33225806451613
339,2008-04,43.29333333333333,51.71333333333334,52.20666666666667,45.28333333333333
340,2008-05,53.277419354838706,58.435483870967744,62.96774193548387,54.351612903225806
341,2008-06,56.163333333333334,71.18333333333334,74.35666666666665,67.09333333333333
342,2008-07,64.03870967741936,73.03225806451613,78.21612903225805,71.3225806451613
343,2008-08,64.01935483870967,72.66451612903225,75.29032258064517,69.93548387096774
344,2008-09,59.276666666666664,68.11333333333333,67.60333333333334,63.96666666666667
345,2008-10,49.75806451612903,54.648387096774194,57.57741935483871,50.438709677419354
346,2008-11,46.440000000000005,40.373333333333335,44.3,36.5
347,2008-12,34.75806451612903,28.125806451612902,32.13225806451613,16.10967741935484
348,2009-01,37.248387096774195,19.206451612903226,28.683870967741935,7.812903225806451
349,2009-02,38.121428571428574,30.428571428571427,38.13928571428572,22.135714285714283
350,2009-03,39.23225806451613,43.05483870967742,47.483870967741936,32.33870967741935
351,2009-04,46.24,50.55333333333333,53.50333333333333,43.480000000000004
352,2009-05,53.332258064516125,61.62580645161291,64.10645161290323,56.53225806451613
353,2009-06,61.44666666666667,69.92666666666668,75.32333333333332,65.56666666666666
354,2009-07,68.6032258064516,68.99032258064516,74.03225806451613,66.72258064516129
355,2009-08,64.87096774193549,71.63870967741936,75.10645161290323,67.75806451612904
356,2009-09,60.519999999999996,66.58666666666666,67.72333333333333,63.526666666666664
357,2009-10,49.86129032258064,50.54516129032258,51.938709677419354,45.190322580645166
358,2009-11,44.24666666666667,45.65,50.38333333333333,42.769999999999996
359,2009-12,34.987096774193546,29.538709677419355,31.299999999999997,21.041935483870965
360,2010-01,43.196774193548386,23.103225806451615,25.348387096774193,15.832258064516129
361,2010-02,42.59285714285714,24.014285714285712,28.275000000000002,19.489285714285717
362,2010-03,43.97741935483871,43.041935483870965,45.75483870967742,36.251612903225805
363,2010-04,46.50666666666667,57.18333333333333,60.92666666666666,50.919999999999995
364,2010-05,50.37096774193548,63.461290322580645,64.73225806451613,59.31935483870967
365,2010-06,55.89666666666667,72.76333333333334,77.96000000000001,67.78
366,2010-07,63.63225806451613,75.52258064516128,79.65483870967742,73.48387096774194
367,2010-08,64.00322580645161,75.20322580645161,81.13548387096773,73.47741935483872
368,2010-09,58.663333333333334,67.13,69.72666666666667,61.156666666666666
369,2010-10,51.36451612903225,56.87419354838709,60.25483870967742,52.73870967741936
370,2010-11,41.34666666666667,43.21666666666667,47.39333333333333,37.943333333333335
